"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000007866_LINE3572_TEAD3_D_N1","ENSG00000007866_LINE3572_TEAD3_D_N1",35,250,35,16.6666666666667,2.1,2.95727717178084e-06,"TEAD3",0.00341666739044572
"ENSG00000106031_LINE2216_HOXA13_D_N3","ENSG00000106031_LINE2216_HOXA13_D_N3",40,312,40,20.8,1.92307692307692,4.37473417470643e-06,"HOXA13",0.00341666739044572
"ENSG00000111783_LINE3246_RFX4_D_N1","ENSG00000111783_LINE3246_RFX4_D_N1",35,269,35,17.9333333333333,1.95167286245353,1.74646750221962e-05,"RFX4",0.00549488765336554
"MA0790.1","MA0790.1",47,417,47,27.8,1.69064748201439,1.75820230541052e-05,"POU4F1",0.00549488765336554
"MA0083.3","MA0083.3",23,141,23,9.4,2.4468085106383,2.05352057295635e-05,"SRF",0.00549488765336554
"ENSG00000152192_LINE2674_POU4F1_D","ENSG00000152192_LINE2674_POU4F1_D",45,395,45,26.3333333333333,1.70886075949367,2.31793461311434e-05,"POU4F1",0.00549488765336554
"MA1729.1","MA1729.1",54,517,54,34.4666666666667,1.56673114119923,2.64084874707503e-05,"ZNF680",0.00549488765336554
"ENSG00000080298_LINE3238_RFX3_D_N2","ENSG00000080298_LINE3238_RFX3_D_N2",32,240,32,16,2,2.83324548900905e-05,"RFX3",0.00549488765336554
"ENSG00000117036_LINE1822_ETV3_D","ENSG00000117036_LINE1822_ETV3_D",25,165,25,11,2.27272727272727,3.16606843023623e-05,"ETV3",0.00549488765336554
"ENSG00000163623_LINE2421_NKX61_D","ENSG00000163623_LINE2421_NKX61_D",49,455,49,30.3333333333333,1.61538461538462,3.90664151586784e-05,"NKX61",0.00610217404778557
"MA0763.1","MA0763.1",25,168,25,11.2,2.23214285714286,4.37527228004025e-05,"ETV3",0.00621288663765715
"MA0683.1","MA0683.1",43,384,43,25.6,1.6796875,6.51242967336849e-05,"POU4F2",0.00776132833423018
"ENSG00000160224_LINE3298_AIRE_D","ENSG00000160224_LINE3298_AIRE_D",33,263,33,17.5333333333333,1.88212927756654,7.55048103928902e-05,"AIRE",0.00776132833423018
"MA0901.2","MA0901.2",56,563,56,37.5333333333333,1.49200710479574,7.96577543853445e-05,"HOXB13",0.00776132833423018
"MA1506.1","MA1506.1",19,113,19,7.53333333333333,2.52212389380531,8.11090864865571e-05,"HOXD10",0.00776132833423018
"ENSG00000087903_LINE3242_RFX2_D_N2","ENSG00000087903_LINE3242_RFX2_D_N2",41,362,41,24.1333333333333,1.69889502762431,8.29621225387809e-05,"RFX2",0.00776132833423018
"ENSG00000214575_LINE3701_CPEB1_D","ENSG00000214575_LINE3701_CPEB1_D",56,564,56,37.6,1.48936170212766,8.44702827669098e-05,"CPEB1",0.00776132833423018
"MA1978.1","MA1978.1",65,701,65,46.7333333333333,1.39087018544936,0.000109793879751359,"ZNF354A",0.00851157026989885
"MA1975.1","MA1975.1",32,256,32,17.0666666666667,1.875,0.0001106147303308,"ZNF214",0.00851157026989885
"MA0681.2","MA0681.2",55,555,55,37,1.48648648648649,0.000114186435375921,"PHOX2B",0.00851157026989885
"ENSG00000128709_LINE2319_HOXD9_D","ENSG00000128709_LINE2319_HOXD9_D",40,354,40,23.6,1.69491525423729,0.000114432122706707,"HOXD9",0.00851157026989885
"ENSG00000112242_LINE1768_E2F3_D_N1","ENSG00000112242_LINE1768_E2F3_D_N1",20,128,20,8.53333333333333,2.34375,0.000150983817197178,"E2F3",0.0107198510209996
"MA1121.1","MA1121.1",32,263,32,17.5333333333333,1.82509505703422,0.000191204870646727,"TEAD2",0.0120538321119709
"ENSG00000004848_LINE2163_ARX_D","ENSG00000004848_LINE2163_ARX_D",34,287,34,19.1333333333333,1.77700348432056,0.000191271018927368,"ARX",0.0120538321119709
"MA0660.1","MA0660.1",53,536,53,35.7333333333333,1.48320895522388,0.000192923049167267,"MEF2B",0.0120538321119709
"MA0600.2","MA0600.2",29,230,29,15.3333333333333,1.89130434782609,0.000226624508373046,"RFX2",0.013614903156873
"MA0510.2","MA0510.2",31,255,31,17,1.82352941176471,0.000256436430350121,"RFX5",0.0148353223780329
"ENSG00000162676_LINE1033_GFI1_D_N2","ENSG00000162676_LINE1033_GFI1_D_N2",39,355,39,23.6666666666667,1.64788732394366,0.000284700945693151,"GFI1",0.0153345819714725
"MA0679.2","MA0679.2",39,355,39,23.6666666666667,1.64788732394366,0.000284700945693151,"ONECUT1",0.0153345819714725
"ENSG00000169981_LINE1124_ZNF35_I","ENSG00000169981_LINE1124_ZNF35_I",55,573,55,38.2,1.43979057591623,0.000310740063651615,"ZNF35",0.0161791993141274
"ENSG00000163497_LINE1921_FEV_D_N1","ENSG00000163497_LINE1921_FEV_D_N1",22,157,22,10.4666666666667,2.10191082802548,0.00035362121265939,"FEV",0.0178179462636764
"MA0873.1","MA0873.1",16,97,16,6.46666666666667,2.47422680412371,0.000406101235403061,"HOXD12",0.0198228165531119
