"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA1141.1","MA1141.1",55,481,55,32.0666666666667,1.71517671517672,7.7852620935771e-07,"FOS::JUND",0.000436759687197262
"MA1130.1","MA1130.1",51,433,51,28.8666666666667,1.76674364896074,1.14693001501662e-06,"FOSL2::JUN",0.000436759687197262
"MA1144.1","MA1144.1",50,422,50,28.1333333333333,1.77725118483412,1.342415369091e-06,"FOSL2::JUND",0.000436759687197262
"ENSG00000171223_LINE487_JUNB_D_N3","ENSG00000171223_LINE487_JUNB_D_N3",56,502,56,33.4666666666667,1.67330677290837,1.37470566975981e-06,"JUNB",0.000436759687197262
"MA0476.1","MA0476.1",57,518,57,34.5333333333333,1.65057915057915,1.62712278192365e-06,"FOS",0.000436759687197262
"MA0099.3","MA0099.3",50,428,50,28.5333333333333,1.75233644859813,2.16046621297656e-06,"FOS::JUN",0.000436759687197262
"ENSG00000130522_LINE411_JUND_D_N6","ENSG00000130522_LINE411_JUND_D_N6",57,524,57,34.9333333333333,1.63167938931298,2.5153588483771e-06,"JUND",0.000436759687197262
"ENSG00000170345_LINE476_FOS_D_N4","ENSG00000170345_LINE476_FOS_D_N4",57,524,57,34.9333333333333,1.63167938931298,2.5153588483771e-06,"FOS",0.000436759687197262
"MA1138.1","MA1138.1",49,417,49,27.8,1.76258992805755,2.51654109140548e-06,"FOSL2::JUNB",0.000436759687197262
"MA0491.2","MA0491.2",50,432,50,28.8,1.73611111111111,2.94644337343263e-06,"JUND",0.000439815147769359
"MA1135.1","MA1135.1",49,420,49,28,1.75,3.180632511997e-06,"FOSB::JUNB",0.000439815147769359
"MA1101.2","MA1101.2",41,321,41,21.4,1.91588785046729,3.37886157057126e-06,"BACH2",0.000439815147769359
"MA1134.1","MA1134.1",48,410,48,27.3333333333333,1.75609756097561,3.98204117015662e-06,"FOS::JUNB",0.000452202161327723
"ENSG00000177606_LINE517_JUN_D_N5","ENSG00000177606_LINE517_JUN_D_N5",53,476,53,31.7333333333333,1.67016806722689,4.05302833456346e-06,"JUN",0.000452202161327723
"MA1128.1","MA1128.1",52,464,52,30.9333333333333,1.68103448275862,4.48821522098886e-06,"FOSL1::JUN",0.000467372811678974
"MA0835.2","MA0835.2",59,565,59,37.6666666666667,1.56637168141593,6.16992566991817e-06,"BATF3",0.000602338993525762
"ENSG00000175592_LINE505_FOSL1_D_N3","ENSG00000175592_LINE505_FOSL1_D_N3",55,511,55,34.0666666666667,1.61448140900196,7.04387649491539e-06,"FOSL1",0.000647207946179873
"MA1142.1","MA1142.1",49,434,49,28.9333333333333,1.69354838709677,9.10397136218818e-06,"FOSL1::JUND",0.000776184688609163
"MA0841.1","MA0841.1",39,309,39,20.6,1.89320388349515,9.44142707014987e-06,"NFE2",0.000776184688609163
"MA0477.2","MA0477.2",52,477,52,31.8,1.63522012578616,1.13339582408087e-05,"FOSL1",0.000885182138607158
"MA1633.2","MA1633.2",50,453,50,30.2,1.65562913907285,1.37637103689315e-05,"BACH1",0.00102375788553671
"MA0462.2","MA0462.2",58,565,58,37.6666666666667,1.53982300884956,1.56949811952683e-05,"BATF::JUN",0.00111434366486405
"ENSG00000156273_LINE437_BACH1_D_N1","ENSG00000156273_LINE437_BACH1_D_N1",48,430,48,28.6666666666667,1.67441860465116,1.75017965796309e-05,"BACH1",0.00114854020567295
"ENSG00000140044_LINE415_JDP2_D_N2","ENSG00000140044_LINE415_JDP2_D_N2",41,341,41,22.7333333333333,1.80351906158358,1.76472246710312e-05,"JDP2",0.00114854020567295
"MA1634.1","MA1634.1",57,556,57,37.0666666666667,1.53776978417266,2.18420883520468e-05,"BATF",0.00136469368023588
"MA0490.2","MA0490.2",50,464,50,30.9333333333333,1.61637931034483,2.9182243700468e-05,"JUNB",0.00175317941000504
"ENSG00000075426_LINE328_FOSL2_D_N3","ENSG00000075426_LINE328_FOSL2_D_N3",52,496,52,33.0666666666667,1.57258064516129,4.01322142406504e-05,"FOSL2",0.00232172291273689
"MA1137.1","MA1137.1",48,443,48,29.5333333333333,1.62528216704289,4.26441577570014e-05,"FOSL1::JUNB",0.00237893480058701
"MA0478.1","MA0478.1",51,491,51,32.7333333333333,1.55804480651731,6.93230576264489e-05,"FOSL2",0.00373388331077632
"MA1928.1","MA1928.1",53,524,53,34.9333333333333,1.51717557251908,9.62352248644776e-05,"BNC2",0.00501064737461047
"MA0655.1","MA0655.1",41,395,41,26.3333333333333,1.55696202531646,0.000671867545012134,"JDP2",0.0338534550099662
"ENSG00000173473_LINE2867_SMARCC1_D_N2","ENSG00000173473_LINE2867_SMARCC1_D_N2",50,518,50,34.5333333333333,1.44787644787645,0.000707696802828911,"SMARCC1",0.0345444501880862
"MA0089.2","MA0089.2",41,401,41,26.7333333333333,1.53366583541147,0.000943836408420241,"MAFG::NFE2L1",0.0446749233318914
"ENSG00000125740_LINE393_FOSB_D","ENSG00000125740_LINE393_FOSB_D",44,452,44,30.1333333333333,1.46017699115044,0.00166609128903187,"FOSB",0.0765421939255229
"MA1132.1","MA1132.1",37,363,37,24.2,1.52892561983471,0.00210109390906199,"JUN::JUNB",0.0937688195987092
"MA0501.1","MA0501.1",41,419,41,27.9333333333333,1.46778042959427,0.00244416682509466,"MAF::NFE2",0.106049682799941
"ENSG00000112182_LINE360_BACH2_D","ENSG00000112182_LINE360_BACH2_D",33,351,33,23.4,1.41025641025641,0.0152320035909821,"BACH2",0.643037557003082
"ENSG00000172216_LINE498_CEBPB_D_N8","ENSG00000172216_LINE498_CEBPB_D_N8",23,223,23,14.8666666666667,1.54708520179372,0.0166492535236951,"CEBPB",0.684371947473994
"ENSG00000116044_LINE367_NFE2L2_D","ENSG00000116044_LINE367_NFE2L2_D",38,436,38,29.0666666666667,1.30733944954128,0.029282835106768,"NFE2L2",1
"MA0837.2","MA0837.2",10,84,10,5.6,1.78571428571429,0.0476137541115405,"CEBPE",1
"ENSG00000156127_LINE435_BATF_D_N1","ENSG00000156127_LINE435_BATF_D_N1",33,385,33,25.6666666666667,1.28571428571429,0.055204453661454,"BATF",1
"MA0496.3","MA0496.3",52,662,52,44.1333333333333,1.17824773413897,0.0627108190808163,"MAFK",1
"MA1520.1","MA1520.1",19,205,19,13.6666666666667,1.39024390243902,0.076686623080549,"MAF",1
"MA0836.2","MA0836.2",21,232,21,15.4666666666667,1.35775862068966,0.0784420852803279,"CEBPD",1
"MA0466.3","MA0466.3",9,81,9,5.4,1.66666666666667,0.0842265058904143,"CEBPB",1
"MA1636.1","MA1636.1",30,365,30,24.3333333333333,1.23287671232877,0.107853578159037,"CEBPG",1
"MA0838.1","MA0838.1",12,131,12,8.73333333333333,1.37404580152672,0.154798968337669,"CEBPG",1
"ENSG00000108924_LINE356_HLF_D_N4","ENSG00000108924_LINE356_HLF_D_N4",11,118,11,7.86666666666667,1.39830508474576,0.155135437631989,"HLF",1
"MA0102.4","MA0102.4",24,295,24,19.6666666666667,1.22033898305085,0.15886497350945,"CEBPA",1
"MA1521.1","MA1521.1",16,185,16,12.3333333333333,1.2972972972973,0.158949934858481,"MAFA",1
"MA0043.3","MA0043.3",19,227,19,15.1333333333333,1.25550660792952,0.164756514949372,"HLF",1
"ENSG00000185022_LINE534_MAFF_D_N2","ENSG00000185022_LINE534_MAFF_D_N2",27,341,27,22.7333333333333,1.18768328445748,0.175345683539897,"MAFF",1
