"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0107.1","MA0107.1",53,403,53,26.8666666666667,1.9727047146402,8.15972359243401e-09,"RELA",1.27454882513819e-05
"ENSG00000185129_LINE3691_PURA_D","ENSG00000185129_LINE3691_PURA_D",88,964,88,64.2666666666667,1.36929460580913,3.17146052221592e-08,"PURA",2.2822079009451e-05
"ENSG00000162924_LINE3217_REL_D_N3","ENSG00000162924_LINE3217_REL_D_N3",50,383,50,25.5333333333333,1.95822454308094,4.3832418071929e-08,"REL",2.2822079009451e-05
"MA0101.1","MA0101.1",49,375,49,25,1.96,6.6242862786146e-08,"REL",2.586783791799e-05
"MA1637.1","MA1637.1",57,487,57,32.4666666666667,1.75564681724846,1.45407685539336e-07,"EBF3",4.54253609624886e-05
"ENSG00000163884_LINE1044_KLF15_D","ENSG00000163884_LINE1044_KLF15_D",81,869,81,57.9333333333333,1.39815880322209,3.9621850877531e-07,"KLF15",9.59216589947758e-05
"MA1981.1","MA1981.1",82,888,82,59.2,1.38513513513514,4.31717990028348e-07,"ZNF530",9.59216589947758e-05
"MA1723.1","MA1723.1",91,1064,91,70.9333333333333,1.28289473684211,4.91276102406022e-07,"PRDM9",9.59216589947758e-05
"MA0493.2","MA0493.2",81,875,81,58.3333333333333,1.38857142857143,5.95458473628823e-07,"KLF1",9.98777559181646e-05
"ENSG00000164330_LINE251_EBF1_D_N2","ENSG00000164330_LINE251_EBF1_D_N2",66,634,66,42.2666666666667,1.5615141955836,6.39422252997212e-07,"EBF1",9.98777559181646e-05
"ENSG00000109320_LINE3202_NFKB1_D_N3","ENSG00000109320_LINE3202_NFKB1_D_N3",58,521,58,34.7333333333333,1.66986564299424,7.26698364254773e-07,"NFKB1",0.000103191167724178
"ENSG00000066336_LINE1813_SPI1_D_N5","ENSG00000066336_LINE1813_SPI1_D_N5",84,937,84,62.4666666666667,1.34471718249733,1.0140935411483e-06,"SPI1",0.000113879506642818
"ENSG00000165804_LINE1060_ZNF219_D","ENSG00000165804_LINE1060_ZNF219_D",68,671,68,44.7333333333333,1.52011922503726,1.03575092881162e-06,"ZNF219",0.000113879506642818
"MA0039.4","MA0039.4",85,957,85,63.8,1.33228840125392,1.11525192458603e-06,"KLF4",0.000113879506642818
"ENSG00000166823_LINE260_MESP1_D","ENSG00000166823_LINE260_MESP1_D",57,514,57,34.2666666666667,1.66342412451362,1.210278533363e-06,"MESP1",0.000113879506642818
"ENSG00000188095_LINE300_MESP2_I","ENSG00000188095_LINE300_MESP2_I",57,514,57,34.2666666666667,1.66342412451362,1.210278533363e-06,"MESP2",0.000113879506642818
"ENSG00000178951_LINE1236_ZBTB7A_D_N1","ENSG00000178951_LINE1236_ZBTB7A_D_N1",68,674,68,44.9333333333333,1.513353115727,1.27233071955997e-06,"ZBTB7A",0.000113879506642818
"MA0597.2","MA0597.2",70,706,70,47.0666666666667,1.48725212464589,1.3807184399402e-06,"THAP1",0.000113879506642818
"MA0499.2","MA0499.2",61,572,61,38.1333333333333,1.59965034965035,1.39135060392096e-06,"MYOD1",0.000113879506642818
