"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000141448_LINE2103_GATA6_D_N2","ENSG00000141448_LINE2103_GATA6_D_N2",24,173,24,11.5333333333333,2.08092485549133,0.000209123728575487,"GATA6",0.143250899255797
"MA1718.1","MA1718.1",29,244,29,16.2666666666667,1.7827868852459,0.000657010311890256,"ZNF8",0.143250899255797
"ENSG00000130700_LINE2097_GATA5_D_N1","ENSG00000130700_LINE2097_GATA5_D_N1",31,269,31,17.9333333333333,1.72862453531599,0.000701165680371674,"GATA5",0.143250899255797
"ENSG00000175325_LINE2492_PROP1_D_N2","ENSG00000175325_LINE2492_PROP1_D_N2",36,334,36,22.2666666666667,1.61676646706587,0.000836389272037362,"PROP1",0.143250899255797
"MA0802.1","MA0802.1",45,453,45,30.2,1.49006622516556,0.00086534999575987,"TBR1",0.143250899255797
"ENSG00000179772_LINE2037_FOXS1_I","ENSG00000179772_LINE2037_FOXS1_I",46,468,46,31.2,1.47435897435897,0.000931235983499273,"FOXS1",0.143250899255797
"ENSG00000064835_LINE2641_POU1F1_D_N1","ENSG00000064835_LINE2641_POU1F1_D_N1",34,314,34,20.9333333333333,1.62420382165605,0.00115786184574196,"POU1F1",0.143250899255797
"ENSG00000109132_LINE2255_PHOX2B_D_N2","ENSG00000109132_LINE2255_PHOX2B_D_N2",27,230,27,15.3333333333333,1.76086956521739,0.00131471287440393,"PHOX2B",0.143250899255797
"ENSG00000187140_LINE2054_FOXD3_D_N2","ENSG00000187140_LINE2054_FOXD3_D_N2",58,648,58,43.2,1.34259259259259,0.00147456319457537,"FOXD3",0.143250899255797
"MA0766.2","MA0766.2",25,208,25,13.8666666666667,1.80288461538462,0.00147534340403346,"GATA5",0.143250899255797
"ENSG00000107187_LINE2239_LHX3_D","ENSG00000107187_LINE2239_LHX3_D",38,371,38,24.7333333333333,1.53638814016173,0.00159360739031601,"LHX3",0.143250899255797
"ENSG00000113722_LINE2267_CDX1_D_N1","ENSG00000113722_LINE2267_CDX1_D_N1",37,361,37,24.0666666666667,1.53739612188366,0.00188511631605803,"CDX1",0.143250899255797
"MA1124.1","MA1124.1",41,414,41,27.6,1.48550724637681,0.0018952713280626,"ZNF24",0.143250899255797
"ENSG00000178919_LINE2036_FOXE1_I","ENSG00000178919_LINE2036_FOXE1_I",58,654,58,43.6,1.3302752293578,0.0019349266388429,"FOXE1",0.143250899255797
"MA0052.4","MA0052.4",66,775,66,51.6666666666667,1.27741935483871,0.00193627892574224,"MEF2A",0.143250899255797
"MA0497.1","MA0497.1",63,730,63,48.6666666666667,1.29452054794521,0.00202501478909096,"MEF2C",0.143250899255797
"ENSG00000105717_LINE11890_PBX4_I_N5","ENSG00000105717_LINE11890_PBX4_I_N5",31,286,31,19.0666666666667,1.62587412587413,0.00207850672698433,"PBX4",0.143250899255797
"ENSG00000131668_LINE2329_BARX1_D_N1","ENSG00000131668_LINE2329_BARX1_D_N1",34,324,34,21.6,1.57407407407407,0.00208118811109258,"BARX1",0.143250899255797
"ENSG00000004848_LINE2163_ARX_D","ENSG00000004848_LINE2163_ARX_D",31,287,31,19.1333333333333,1.62020905923345,0.00220630063887769,"ARX",0.143250899255797
"MA1473.1","MA1473.1",32,300,32,20,1.6,0.00226071706210888,"CDX4",0.143250899255797
"MA0762.1","MA0762.1",28,251,28,16.7333333333333,1.67330677290837,0.00236967286125143,"ETV2",0.143250899255797
"MA1729.1","MA1729.1",48,517,48,34.4666666666667,1.3926499032882,0.00265843878273605,"ZNF680",0.143250899255797
"ENSG00000131196_LINE3211_NFATC1_D_N1","ENSG00000131196_LINE3211_NFATC1_D_N1",37,368,37,24.5333333333333,1.50815217391304,0.00273897426419428,"NFATC1",0.143250899255797
"MA0715.1","MA0715.1",35,342,35,22.8,1.53508771929825,0.00275857402684064,"PROP1",0.143250899255797
"ENSG00000112592_LINE3569_TBP_D_N2","ENSG00000112592_LINE3569_TBP_D_N2",28,254,28,16.9333333333333,1.65354330708661,0.0028544153725859,"TBP",0.143250899255797
"ENSG00000081189_LINE2787_MEF2C_D_N3","ENSG00000081189_LINE2787_MEF2C_D_N3",63,738,63,49.2,1.28048780487805,0.00285535491358939,"MEF2C",0.143250899255797
"ENSG00000165556_LINE2444_CDX2_D_N3","ENSG00000165556_LINE2444_CDX2_D_N3",36,356,36,23.7333333333333,1.51685393258427,0.00290420889612073,"CDX2",0.143250899255797
"ENSG00000206454_LINE6122_AL7735441_I_N5","ENSG00000206454_LINE6122_AL7735441_I_N5",45,478,45,31.8666666666667,1.41213389121339,0.00302642744906614,"AL7735441",0.143250899255797
"ENSG00000229094_LINE6138_CR3882292_I_N5","ENSG00000229094_LINE6138_CR3882292_I_N5",45,478,45,31.8666666666667,1.41213389121339,0.00302642744906614,"CR3882292",0.143250899255797
"ENSG00000233911_LINE6155_AL6628334_I_N5","ENSG00000233911_LINE6155_AL6628334_I_N5",45,478,45,31.8666666666667,1.41213389121339,0.00302642744906614,"AL6628334",0.143250899255797
"ENSG00000235068_LINE6169_CR7598154_I_N5","ENSG00000235068_LINE6169_CR7598154_I_N5",45,478,45,31.8666666666667,1.41213389121339,0.00302642744906614,"CR7598154",0.143250899255797
"ENSG00000237582_LINE6183_BX0885802_I_N5","ENSG00000237582_LINE6183_BX0885802_I_N5",45,478,45,31.8666666666667,1.41213389121339,0.00302642744906614,"BX0885802",0.143250899255797
"ENSG00000230336_LINE17148_CR8477943_I_N5","ENSG00000230336_LINE17148_CR8477943_I_N5",45,478,45,31.8666666666667,1.41213389121339,0.00302642744906614,"CR8477943",0.143250899255797
"MA0683.1","MA0683.1",38,384,38,25.6,1.484375,0.00315979045949611,"POU4F2",0.145164491109792
"ENSG00000156127_LINE435_BATF_D_N1","ENSG00000156127_LINE435_BATF_D_N1",38,385,38,25.6666666666667,1.48051948051948,0.00332299160745387,"BATF",0.147980802444061
"MA1104.2","MA1104.2",34,333,34,22.2,1.53153153153153,0.0034105690704137,"GATA6",0.147980802444061
"MA0893.2","MA0893.2",16,118,16,7.86666666666667,2.03389830508475,0.00363224733559388,"GSX2",0.150123089354625
"ENSG00000205922_LINE1713_ONECUT3_D","ENSG00000205922_LINE1713_ONECUT3_D",38,387,38,25.8,1.47286821705426,0.00367159943182262,"ONECUT3",0.150123089354625
"MA0713.1","MA0713.1",29,271,29,18.0666666666667,1.60516605166052,0.00374827175725376,"PHOX2A",0.150123089354625
"MA0495.3","MA0495.3",40,415,40,27.6666666666667,1.44578313253012,0.00388969557798044,"MAFF",0.151892612320136
"ENSG00000064961_LINE3344_HMG20B_I","ENSG00000064961_LINE3344_HMG20B_I",40,416,40,27.7333333333333,1.44230769230769,0.00408007509730891,"HMG20B",0.151943487255702
"ENSG00000189308_LINE1715_LIN54_I","ENSG00000189308_LINE1715_LIN54_I",39,403,39,26.8666666666667,1.45161290322581,0.00417318274126252,"LIN54",0.151943487255702
"ENSG00000105672_LINE1815_ETV2_D","ENSG00000105672_LINE1815_ETV2_D",27,248,27,16.5333333333333,1.63306451612903,0.00418282327272418,"ETV2",0.151943487255702
"MA0805.1","MA0805.1",47,514,47,34.2666666666667,1.3715953307393,0.00437147315584757,"TBX1",0.153126838706402
"MA0084.1","MA0084.1",36,365,36,24.3333333333333,1.47945205479452,0.00459694328282114,"SRY",0.153126838706402
"ENSG00000179361_LINE51_ARID3B_I","ENSG00000179361_LINE51_ARID3B_I",33,326,33,21.7333333333333,1.51840490797546,0.00466412457263969,"ARID3B",0.153126838706402
"ENSG00000007866_LINE3572_TEAD3_D_N1","ENSG00000007866_LINE3572_TEAD3_D_N1",27,250,27,16.6666666666667,1.62,0.00470556226498548,"TEAD3",0.153126838706402
"MA1479.1","MA1479.1",27,250,27,16.6666666666667,1.62,0.00470556226498548,"DMRTC2",0.153126838706402
"ENSG00000164853_LINE2432_UNCX_D_N1","ENSG00000164853_LINE2432_UNCX_D_N1",29,277,29,18.4666666666667,1.57039711191336,0.00525470175885793,"UNCX",0.167507023415022
"MA1487.2","MA1487.2",60,709,60,47.2666666666667,1.26939351198872,0.00558296824152626,"FOXE1",0.17441192786528
"MA1970.1","MA1970.1",33,330,33,22,1.5,0.00572133257774425,"TRPS1",0.175229833067383
"MA0757.1","MA0757.1",33,331,33,22.0666666666667,1.49546827794562,0.00601557844317826,"ONECUT3",0.180698721697008
"ENSG00000163508_LINE3544_EOMES_D_N1","ENSG00000163508_LINE3544_EOMES_D_N1",40,425,40,28.3333333333333,1.41176470588235,0.00619145963499512,"EOMES",0.182472829242686
"ENSG00000165462_LINE2438_PHOX2A_D","ENSG00000165462_LINE2438_PHOX2A_D",28,268,28,17.8666666666667,1.56716417910448,0.00641038558197957,"PHOX2A",0.185426338500965
"MA1125.1","MA1125.1",74,932,74,62.1333333333333,1.19098712446352,0.00667338795768921,"ZNF384",0.189524217998374
"ENSG00000052850_LINE2173_ALX4_D","ENSG00000052850_LINE2173_ALX4_D",24,220,24,14.6666666666667,1.63636363636364,0.00708825529826242,"ALX4",0.197711692426534
"ENSG00000105996_LINE2208_HOXA2_D_N2","ENSG00000105996_LINE2208_HOXA2_D_N2",19,161,19,10.7333333333333,1.77018633540373,0.00747431623174817,"HOXA2",0.202824829878326
"MA1639.1","MA1639.1",28,271,28,18.0666666666667,1.54981549815498,0.00753220165671167,"MEIS1",0.202824829878326
"MA1546.1","MA1546.1",14,105,14,7,2,0.00766111713368837,"PAX3",0.202824829878326
"ENSG00000179348_LINE2120_GATA2_D_N9","ENSG00000179348_LINE2120_GATA2_D_N9",28,272,28,18.1333333333333,1.54411764705882,0.00794098459706982,"GATA2",0.206730299010384
"ENSG00000204531_LINE2693_POU5F1_D_N2","ENSG00000204531_LINE2693_POU5F1_D_N2",38,404,38,26.9333333333333,1.41089108910891,0.00815542864460696,"POU5F1",0.207664332348977
"ENSG00000170178_LINE2472_HOXD12_D_N2","ENSG00000170178_LINE2472_HOXD12_D_N2",37,391,37,26.0666666666667,1.41943734015345,0.00834323360594839,"HOXD12",0.207664332348977
"MA0878.3","MA0878.3",29,286,29,19.0666666666667,1.52097902097902,0.00846338367405863,"CDX1",0.207664332348977
"ENSG00000204612_LINE2065_FOXB2_I","ENSG00000204612_LINE2065_FOXB2_I",37,392,37,26.1333333333333,1.41581632653061,0.0087244397820361,"FOXB2",0.207664332348977
"ENSG00000125798_LINE1969_FOXA2_D_N2","ENSG00000125798_LINE1969_FOXA2_D_N2",49,559,49,37.2666666666667,1.31484794275492,0.00873543483231917,"FOXA2",0.207664332348977
"ENSG00000125347_LINE2729_IRF1_D_N2","ENSG00000125347_LINE2729_IRF1_D_N2",76,972,76,64.8,1.17283950617284,0.00886146302460142,"IRF1",0.207664332348977
"ENSG00000151615_LINE2669_POU4F2_D_N2","ENSG00000151615_LINE2669_POU4F2_D_N2",38,406,38,27.0666666666667,1.40394088669951,0.0089074969701546,"POU4F2",0.207664332348977
"ENSG00000173253_LINE1736_DMRT2_D","ENSG00000173253_LINE1736_DMRT2_D",28,275,28,18.3333333333333,1.52727272727273,0.00928050421495133,"DMRT2",0.209641262897087
"ENSG00000169856_LINE1708_ONECUT1_D_N3","ENSG00000169856_LINE1708_ONECUT1_D_N3",29,288,29,19.2,1.51041666666667,0.00936477520342453,"ONECUT1",0.209641262897087
"MA0032.2","MA0032.2",44,490,44,32.6666666666667,1.3469387755102,0.00939493495697572,"FOXC1",0.209641262897087
"ENSG00000152192_LINE2674_POU4F1_D","ENSG00000152192_LINE2674_POU4F1_D",37,395,37,26.3333333333333,1.40506329113924,0.00995790722263006,"POU4F1",0.216833339894472
"MA0689.1","MA0689.1",40,436,40,29.0666666666667,1.37614678899083,0.0099948786635096,"TBX20",0.216833339894472
"ENSG00000137090_LINE1730_DMRT1_D_N1","ENSG00000137090_LINE1730_DMRT1_D_N1",23,215,23,14.3333333333333,1.6046511627907,0.010798532686683,"DMRT1",0.225596687220608
"MA0861.1","MA0861.1",23,215,23,14.3333333333333,1.6046511627907,0.010798532686683,"TP73",0.225596687220608
"MA0511.2","MA0511.2",29,291,29,19.4,1.49484536082474,0.0108662116766492,"RUNX2",0.225596687220608
"ENSG00000111206_LINE1956_FOXM1_D","ENSG00000111206_LINE1956_FOXM1_D",56,667,56,44.4666666666667,1.25937031484258,0.0109765353577248,"FOXM1",0.225596687220608
"MA0051.1","MA0051.1",38,412,38,27.4666666666667,1.38349514563107,0.0115262243272443,"IRF2",0.230045979546341
"MA0800.1","MA0800.1",39,426,39,28.4,1.37323943661972,0.0116807451718151,"EOMES",0.230045979546341
"MA0069.1","MA0069.1",16,133,16,8.86666666666667,1.80451127819549,0.0119088396021794,"PAX6",0.230045979546341
"ENSG00000170689_LINE2481_HOXB9_I","ENSG00000170689_LINE2481_HOXB9_I",28,280,28,18.6666666666667,1.5,0.0119294009879985,"HOXB9",0.230045979546341
"ENSG00000203883_LINE3459_SOX18_D_N1","ENSG00000203883_LINE3459_SOX18_D_N1",28,280,28,18.6666666666667,1.5,0.0119294009879985,"SOX18",0.230045979546341
"ENSG00000064489_LINE2769_AC0021266_I","ENSG00000064489_LINE2769_AC0021266_I",45,511,45,34.0666666666667,1.32093933463796,0.0123730817881973,"AC0021266",0.2328524548574
"ENSG00000213999_LINE2814_MEF2B_D","ENSG00000213999_LINE2814_MEF2B_D",45,511,45,34.0666666666667,1.32093933463796,0.0123730817881973,"MEF2B",0.2328524548574
"MA0681.2","MA0681.2",48,555,48,37,1.2972972972973,0.0130050538742727,"PHOX2B",0.241832073233499
"MA0790.1","MA0790.1",38,417,38,27.8,1.36690647482014,0.0141774862633345,"POU4F1",0.244153991032297
"ENSG00000119547_LINE1696_ONECUT2_D_N1","ENSG00000119547_LINE1696_ONECUT2_D_N1",27,271,27,18.0666666666667,1.49446494464945,0.0144143144471248,"ONECUT2",0.244153991032297
"MA1980.1","MA1980.1",47,544,47,36.2666666666667,1.29595588235294,0.0147170629991236,"ZNF418",0.244153991032297
"MA0710.1","MA0710.1",17,148,17,9.86666666666667,1.72297297297297,0.0149608810321096,"NOTO",0.244153991032297
"ENSG00000165606_LINE2451_DRGX_D","ENSG00000165606_LINE2451_DRGX_D",26,259,26,17.2666666666667,1.50579150579151,0.0150148222002542,"DRGX",0.244153991032297
"ENSG00000126456_LINE2737_IRF3_D_N1","ENSG00000126456_LINE2737_IRF3_D_N1",41,460,41,30.6666666666667,1.33695652173913,0.0150839131431907,"IRF3",0.244153991032297
"ENSG00000197757_LINE2553_HOXC6_D","ENSG00000197757_LINE2553_HOXC6_D",48,559,48,37.2666666666667,1.28801431127013,0.0150880096440109,"HOXC6",0.244153991032297
"ENSG00000168310_LINE2755_IRF2_D_N2","ENSG00000168310_LINE2755_IRF2_D_N2",38,419,38,27.9333333333333,1.36038186157518,0.0153718001468674,"IRF2",0.244153991032297
"ENSG00000128710_LINE2321_HOXD10_D","ENSG00000128710_LINE2321_HOXD10_D",43,489,43,32.6,1.31901840490798,0.0156874630592711,"HOXD10",0.244153991032297
