"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0746.2","MA0746.2",72,697,72,46.4666666666667,1.54949784791966,7.94256633420346e-08,"SP3",0.000124062886140258
"MA1976.1","MA1976.1",80,860,80,57.3333333333333,1.3953488372093,7.0456554797112e-07,"ZNF320",0.000550265692965445
"MA0162.4","MA0162.4",62,586,62,39.0666666666667,1.58703071672355,1.35705281813068e-06,"EGR1",0.000675529408750405
"ENSG00000169057_LINE2826_MECP2_D","ENSG00000169057_LINE2826_MECP2_D",52,453,52,30.2,1.72185430463576,1.96724168750119e-06,"MECP2",0.000675529408750405
"ENSG00000130816_LINE1722_DNMT1_D","ENSG00000130816_LINE1722_DNMT1_D",46,377,46,25.1333333333333,1.83023872679045,2.16238607154419e-06,"DNMT1",0.000675529408750405
"MA0516.3","MA0516.3",70,721,70,48.0666666666667,1.45631067961165,3.70544641294755e-06,"SP2",0.000913592120419447
"MA0079.5","MA0079.5",69,707,69,47.1333333333333,1.46393210749646,4.09420284438933e-06,"SP1",0.000913592120419447
"ENSG00000008197_LINE6_TFAP2D_D","ENSG00000008197_LINE6_TFAP2D_D",62,606,62,40.4,1.53465346534653,5.34040427184857e-06,"TFAP2D",0.000928293964932269
"ENSG00000169016_LINE1781_E2F6_D_N5","ENSG00000169016_LINE1781_E2F6_D_N5",51,454,51,30.2666666666667,1.68502202643172,5.7164258588186e-06,"E2F6",0.000928293964932269
"ENSG00000120738_LINE864_EGR1_D_N8","ENSG00000120738_LINE864_EGR1_D_N8",53,483,53,32.2,1.64596273291925,6.69995244551676e-06,"EGR1",0.000928293964932269
"ENSG00000174595_LINE1187_KLF14_D","ENSG00000174595_LINE1187_KLF14_D",56,525,56,35,1.6,7.13157975620181e-06,"KLF14",0.000928293964932269
"ENSG00000172059_LINE3300_KLF11_I_N3","ENSG00000172059_LINE3300_KLF11_I_N3",56,525,56,35,1.6,7.13157975620181e-06,"KLF11",0.000928293964932269
"ENSG00000178951_LINE1236_ZBTB7A_D_N1","ENSG00000178951_LINE1236_ZBTB7A_D_N1",66,674,66,44.9333333333333,1.46884272997033,9.29168833841436e-06,"ZBTB7A",0.00111643209112333
"MA0685.2","MA0685.2",70,743,70,49.5333333333333,1.41318977119785,1.45691903127771e-05,"SP4",0.00162550537632556
"MA1564.1","MA1564.1",69,732,69,48.8,1.41393442622951,1.92363813917014e-05,"SP9",0.00197669444173687
"ENSG00000067082_LINE628_KLF6_D","ENSG00000067082_LINE628_KLF6_D",51,472,51,31.4666666666667,1.62076271186441,2.02478303891101e-05,"KLF6",0.00197669444173687
"MA0740.2","MA0740.2",64,664,64,44.2666666666667,1.44578313253012,3.16451644998043e-05,"KLF14",0.00281904117087863
"MA1513.1","MA1513.1",61,620,61,41.3333333333333,1.4758064516129,3.24857497284349e-05,"KLF15",0.00281904117087863
"ENSG00000198081_LINE3836_ZFP161_I","ENSG00000198081_LINE3836_ZFP161_I",34,267,34,17.8,1.91011235955056,3.9945865703105e-05,"ZFP161",0.00328397064359211
"MA1713.1","MA1713.1",48,443,48,29.5333333333333,1.62528216704289,4.26441577570014e-05,"ZNF610",0.00333050872082181
"ENSG00000165804_LINE1060_ZNF219_D","ENSG00000165804_LINE1060_ZNF219_D",64,671,64,44.7333333333333,1.43070044709389,4.76410216534234e-05,"ZNF219",0.0035435845629832
