"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000130816_LINE1722_DNMT1_D","ENSG00000130816_LINE1722_DNMT1_D",55,377,55,25.1333333333333,2.18832891246684,3.47400343663514e-11,"DNMT1",5.42639336802409e-08
"MA1713.1","MA1713.1",59,443,59,29.5333333333333,1.99774266365688,2.06481116644168e-10,"ZNF610",1.61261752099095e-07
"ENSG00000113658_LINE19362_SMAD5_I_N1","ENSG00000113658_LINE19362_SMAD5_I_N1",50,344,50,22.9333333333333,2.18023255813953,7.44379402568891e-10,"SMAD5",3.87573542270869e-07
"MA1513.1","MA1513.1",69,620,69,41.3333333333333,1.66935483870968,6.86493338091059e-09,"KLF15",2.68075648524559e-06
"MA0079.5","MA0079.5",74,707,74,47.1333333333333,1.57001414427157,1.5229037792959e-08,"SP1",4.7575514065204e-06
"MA1721.1","MA1721.1",63,545,63,36.3333333333333,1.73394495412844,1.86707090910315e-08,"ZNF93",4.8606079333652e-06
"MA1723.1","MA1723.1",92,1064,92,70.9333333333333,1.29699248120301,1.05718793674662e-07,"PRDM9",2.35903936742604e-05
"ENSG00000106459_LINE3634_NRF1_D_N3","ENSG00000106459_LINE3634_NRF1_D_N3",30,180,30,12,2.5,4.32865580102922e-07,"NRF1",8.45170045150956e-05
"MA0740.2","MA0740.2",68,664,68,44.2666666666667,1.53614457831325,6.36167760187243e-07,"KLF14",0.000109126094725702
"ENSG00000169057_LINE2826_MECP2_D","ENSG00000169057_LINE2826_MECP2_D",53,453,53,30.2,1.75496688741722,6.9863056802626e-07,"MECP2",0.000109126094725702
"ENSG00000120738_LINE864_EGR1_D_N8","ENSG00000120738_LINE864_EGR1_D_N8",55,483,55,32.2,1.70807453416149,9.09157256514533e-07,"EGR1",0.000129100330425064
"MA0516.3","MA0516.3",71,721,71,48.0666666666667,1.47711511789182,1.32357618230591e-06,"SP2",0.000172285499730153
"MA0742.2","MA0742.2",66,653,66,43.5333333333333,1.51607963246554,2.37971189735654e-06,"KLF12",0.000285931537205455
"MA1961.1","MA1961.1",75,797,75,53.1333333333333,1.41154328732748,2.86024036320947e-06,"PATZ1",0.000319121103380942
"MA1511.2","MA1511.2",74,782,74,52.1333333333333,1.41943734015345,3.1146135392736e-06,"KLF10",0.000323290709724144
"MA1712.1","MA1712.1",65,643,65,42.8666666666667,1.51632970451011,3.3135882994542e-06,"ZNF454",0.000323290709724144
"ENSG00000178951_LINE1236_ZBTB7A_D_N1","ENSG00000178951_LINE1236_ZBTB7A_D_N1",67,674,67,44.9333333333333,1.49109792284866,3.51852885103102e-06,"ZBTB7A",0.000323290709724144
"ENSG00000134046_LINE2819_MBD2_D","ENSG00000134046_LINE2819_MBD2_D",42,338,42,22.5333333333333,1.86390532544379,5.13828671455991e-06,"MBD2",0.000445889102674587
"ENSG00000129911_LINE910_KLF16_D","ENSG00000129911_LINE910_KLF16_D",73,776,73,51.7333333333333,1.4110824742268,5.92051328310092e-06,"KLF16",0.000486728513063349
"ENSG00000118263_LINE839_KLF7_I","ENSG00000118263_LINE839_KLF7_I",64,643,64,42.8666666666667,1.49300155520995,8.72249680215575e-06,"KLF7",0.000664294067343962
"ENSG00000184937_LINE1305_WT1_D","ENSG00000184937_LINE1305_WT1_D",71,751,71,50.0666666666667,1.41810918774967,9.08857348881646e-06,"WT1",0.000664294067343962
"ENSG00000124092_LINE881_CTCFL_D","ENSG00000124092_LINE881_CTCFL_D",56,529,56,35.2666666666667,1.58790170132325,9.35625446963327e-06,"CTCFL",0.000664294067343962
"ENSG00000169297_LINE3679_NR0B1_D","ENSG00000169297_LINE3679_NR0B1_D",50,449,50,29.9333333333333,1.67037861915367,1.03754358066728e-05,"NR0B1",0.000704627423044473
"MA0741.1","MA0741.1",73,786,73,52.4,1.39312977099237,1.09370492016202e-05,"KLF16",0.000711819618872112
"ENSG00000006194_LINE594_ZNF263_D_N2","ENSG00000006194_LINE594_ZNF263_D_N2",88,1059,88,70.6,1.24645892351275,1.87211396818432e-05,"ZNF263",0.00116969680732157
"MA1653.1","MA1653.1",78,879,78,58.6,1.33105802047782,2.00531628186291e-05,"ZNF148",0.0012047323201038
"MA0747.1","MA0747.1",69,735,69,49,1.40816326530612,2.297502814207e-05,"SP8",0.00122764164433115
"MA1972.1","MA1972.1",70,752,70,50.1333333333333,1.39627659574468,2.48452966441348e-05,"ZFP14",0.00122764164433115
"ENSG00000164651_LINE1050_SP8_D","ENSG00000164651_LINE1050_SP8_D",68,721,68,48.0666666666667,1.41470180305132,2.51447873735184e-05,"SP8",0.00122764164433115
"ENSG00000170374_LINE1129_SP7_I","ENSG00000170374_LINE1129_SP7_I",68,721,68,48.0666666666667,1.41470180305132,2.51447873735184e-05,"SP7",0.00122764164433115
"ENSG00000217236_LINE1567_SP9_I","ENSG00000217236_LINE1567_SP9_I",68,721,68,48.0666666666667,1.41470180305132,2.51447873735184e-05,"SP9",0.00122764164433115
"MA1650.1","MA1650.1",39,321,39,21.4,1.82242990654206,2.51501489235575e-05,"ZBTB14",0.00122764164433115
"ENSG00000122877_LINE877_EGR2_D_N4","ENSG00000122877_LINE877_EGR2_D_N4",41,348,41,23.2,1.76724137931034,3.01693444417109e-05,"EGR2",0.00142801563690765
"MA0139.1","MA0139.1",54,521,54,34.7333333333333,1.55470249520154,3.4092810886234e-05,"CTCF",0.00150872581489378
"MA0732.1","MA0732.1",43,375,43,25,1.72,3.45604805876924e-05,"EGR3",0.00150872581489378
"ENSG00000102974_LINE747_CTCF_D_N67","ENSG00000102974_LINE747_CTCF_D_N67",57,564,57,37.6,1.51595744680851,3.60012469240187e-05,"CTCF",0.00150872581489378
"MA0685.2","MA0685.2",69,743,69,49.5333333333333,1.39300134589502,3.65886136234289e-05,"SP4",0.00150872581489378
"ENSG00000163848_LINE1042_ZNF148_D","ENSG00000163848_LINE1042_ZNF148_D",82,959,82,63.9333333333333,1.28258602711157,3.67039570844838e-05,"ZNF148",0.00150872581489378
"MA1564.1","MA1564.1",68,732,68,48.8,1.39344262295082,4.7486081260514e-05,"SP9",0.00185672963607881
"ENSG00000256683_LINE3706_ZNF350_D","ENSG00000256683_LINE3706_ZNF350_D",52,499,52,33.2666666666667,1.56312625250501,4.8545349568029e-05,"ZNF350",0.00185672963607881
"ENSG00000185129_LINE3691_PURA_D","ENSG00000185129_LINE3691_PURA_D",82,964,82,64.2666666666667,1.27593360995851,4.87361812287011e-05,"PURA",0.00185672963607881
"ENSG00000158711_LINE1910_ELK4_D_N5","ENSG00000158711_LINE1910_ELK4_D_N5",37,306,37,20.4,1.81372549019608,5.19520533191507e-05,"ELK4",0.00193212160201222
"MA0076.2","MA0076.2",37,308,37,20.5333333333333,1.80194805194805,6.05699516871124e-05,"ELK4",0.00220023871012255
"ENSG00000116819_LINE19_TFAP2E_I","ENSG00000116819_LINE19_TFAP2E_I",35,286,35,19.0666666666667,1.83566433566434,7.13621407235759e-05,"TFAP2E",0.00251350705657515
"MA0471.2","MA0471.2",60,619,60,41.2666666666667,1.45395799676898,7.24121751254043e-05,"E2F6",0.00251350705657515
"MA1959.1","MA1959.1",70,773,70,51.5333333333333,1.35834411384217,8.14669642873264e-05,"KLF7",0.00276633474384356
"MA1719.1","MA1719.1",52,512,52,34.1333333333333,1.5234375,0.00010766243430436,"ZNF816",0.00357805792305127
"ENSG00000169083_LINE3053_AR_D_N3","ENSG00000169083_LINE3053_AR_D_N3",21,137,21,9.13333333333333,2.2992700729927,0.000133303272769987,"AR",0.00433791066805665
"ENSG00000005889_LINE590_ZFX_D","ENSG00000005889_LINE590_ZFX_D",65,707,65,47.1333333333333,1.37906647807638,0.000151741648265055,"ZFX",0.00483715213449012
"MA1930.1","MA1930.1",54,548,54,36.5333333333333,1.47810218978102,0.000171619242105236,"CTCF",0.00536138512336758
"ENSG00000103495_LINE797_MAZ_D","ENSG00000103495_LINE797_MAZ_D",86,1060,86,70.6666666666667,1.21698113207547,0.000175603362416307,"MAZ",0.00537534615441892
"ENSG00000008197_LINE6_TFAP2D_D","ENSG00000008197_LINE6_TFAP2D_D",58,606,58,40.4,1.43564356435644,0.000178948783629823,"TFAP2D",0.00537534615441892
"ENSG00000185591_LINE1321_SP1_D_N5","ENSG00000185591_LINE1321_SP1_D_N5",75,870,75,58,1.29310344827586,0.000193356337706868,"SP1",0.00563735070962709
"MA0131.2","MA0131.2",22,151,22,10.0666666666667,2.18543046357616,0.00019624254434807,"HINFP",0.00563735070962709
"MA1522.1","MA1522.1",71,806,71,53.7333333333333,1.32133995037221,0.000202154924601793,"MAZ",0.00563735070962709
"MA0632.2","MA0632.2",31,252,31,16.8,1.8452380952381,0.000203799760567864,"TCFL5",0.00563735070962709
"MA1122.1","MA1122.1",34,288,34,19.2,1.77083333333333,0.000205716383129798,"TFDP1",0.00563735070962709
"ENSG00000167182_LINE1077_SP2_D_N1","ENSG00000167182_LINE1077_SP2_D_N1",76,889,76,59.2666666666667,1.28233970753656,0.000219171004086632,"SP2",0.00590250186867792
"MA1584.1","MA1584.1",40,364,40,24.2666666666667,1.64835164835165,0.000223106020509751,"ZIC5",0.00590663735654628
"MA0751.1","MA0751.1",38,340,38,22.6666666666667,1.67647058823529,0.000244634188793134,"ZIC4",0.00636864338158125
"MA0493.2","MA0493.2",75,875,75,58.3333333333333,1.28571428571429,0.000249744956359249,"KLF1",0.00639510855464176
"ENSG00000198081_LINE3836_ZFP161_I","ENSG00000198081_LINE3836_ZFP161_I",32,267,32,17.8,1.79775280898876,0.000258195903881975,"ZFP161",0.00641226780592273
"MA1541.1","MA1541.1",38,341,38,22.7333333333333,1.67155425219941,0.000261373413648201,"NR6A1",0.00641226780592273
"MA1965.1","MA1965.1",75,876,75,58.4,1.28424657534247,0.000262730563110791,"SP5",0.00641226780592273
"MA1727.1","MA1727.1",25,187,25,12.4666666666667,2.00534759358289,0.000275543078761985,"ZNF417",0.00662151213886494
"MA1514.1","MA1514.1",62,674,62,44.9333333333333,1.37982195845697,0.00028918499051637,"KLF17",0.0068440447755541
"MA1102.2","MA1102.2",54,559,54,37.2666666666667,1.44901610017889,0.000314865229492968,"CTCFL",0.00734058938011964
"MA1548.1","MA1548.1",41,386,41,25.7333333333333,1.59326424870466,0.000394575944239922,"PLAGL2",0.00906364154268761
"MA1711.1","MA1711.1",37,335,37,22.3333333333333,1.65671641791045,0.000402688022029639,"ZNF343",0.00911592304942458
"ENSG00000120690_LINE1828_ELF1_D_N8","ENSG00000120690_LINE1828_ELF1_D_N8",39,361,39,24.0666666666667,1.62049861495845,0.000416191675475663,"ELF1",0.00922203220229818
"BAD931201_LINE1717_CGBP_D_N3","BAD931201_LINE1717_CGBP_D_N3",41,387,41,25.8,1.58914728682171,0.000419183281922645,"CGBP",0.00922203220229818
"MA1630.2","MA1630.2",76,907,76,60.4666666666667,1.25689084895259,0.000536919880451762,"ZNF281",0.0115112544162851
"ENSG00000169136_LINE475_ATF5_D","ENSG00000169136_LINE475_ATF5_D",58,627,58,41.8,1.38755980861244,0.000537977959275807,"ATF5",0.0115112544162851
"MA1987.1","MA1987.1",73,859,73,57.2666666666667,1.27473806752037,0.000569380626503497,"ZNF701",0.0120185478188981
"MA1512.1","MA1512.1",63,703,63,46.8666666666667,1.34423897581792,0.000582177280545346,"KLF11",0.0121248121628244
"ENSG00000135625_LINE931_EGR4_D_N3","ENSG00000135625_LINE931_EGR4_D_N3",42,406,42,27.0666666666667,1.55172413793103,0.000592546262375757,"EGR4",0.0121783850240912
"MA1596.1","MA1596.1",82,1015,82,67.6666666666667,1.21182266009852,0.00070632238856981,"ZNF460",0.0141277986108298
"ENSG00000205250_LINE1789_E2F4_D_N4","ENSG00000205250_LINE1789_E2F4_D_N4",37,344,37,22.9333333333333,1.61337209302326,0.000707345476231562,"E2F4",0.0141277986108298
"ENSG00000118495_LINE840_PLAGL1_D","ENSG00000118495_LINE840_PLAGL1_D",38,357,38,23.8,1.59663865546218,0.000714530147410724,"PLAGL1",0.0141277986108298
"ENSG00000134954_LINE1864_ETS1_D_N5","ENSG00000134954_LINE1864_ETS1_D_N5",17,112,17,7.46666666666667,2.27678571428571,0.00072967023592077,"ETS1",0.014200262777005
"MA1945.1","MA1945.1",48,491,48,32.7333333333333,1.46639511201629,0.000736377263084128,"ETV5::FIGLA",0.014200262777005
"ENSG00000102554_LINE710_KLF5_D","ENSG00000102554_LINE710_KLF5_D",75,898,75,59.8666666666667,1.25278396436526,0.000768935667414035,"KLF5",0.0145037126360708
"ENSG00000153560_LINE2149_UBP1_D","ENSG00000153560_LINE2149_UBP1_D",59,649,59,43.2666666666667,1.36363636363636,0.000770683834054977,"UBP1",0.0145037126360708
"MA1941.1","MA1941.1",43,425,43,28.3333333333333,1.51764705882353,0.000817041797998178,"ETV2::FIGLA",0.0150447012195415
"ENSG00000165156_LINE2436_ZHX1_D","ENSG00000165156_LINE2436_ZHX1_D",12,65,12,4.33333333333333,2.76923076923077,0.000818693728336124,"ZHX1",0.0150447012195415
"MA0746.2","MA0746.2",62,697,62,46.4666666666667,1.33428981348637,0.000900089323929977,"SP3",0.0163481339997514
