"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA1952.1","MA1952.1",57,574,57,38.2666666666667,1.48954703832753,6.57867675582184e-05,"FOXJ2::ELF1",0.0734990591831035
"MA1483.2","MA1483.2",32,254,32,16.9333333333333,1.88976377952756,9.41089106057663e-05,"ELF2",0.0734990591831035
"MA1950.1","MA1950.1",53,588,53,39.2,1.35204081632653,0.00264211667043623,"FLI1::FOXI1",0.707071670942452
"ENSG00000205143_LINE53_ARID3C_I","ENSG00000205143_LINE53_ARID3C_I",40,408,40,27.2,1.47058823529412,0.00276085525696685,"ARID3C",0.707071670942452
"MA0640.2","MA0640.2",69,840,69,56,1.23214285714286,0.00414333757453312,"ELF3",0.707071670942452
"MA0523.1","MA0523.1",44,471,44,31.4,1.40127388535032,0.00414534345527271,"TCF7L2",0.707071670942452
"MA1954.1","MA1954.1",54,614,54,40.9333333333333,1.31921824104235,0.00434071513610802,"FOXO1::ELK1",0.707071670942452
"MA0761.2","MA0761.2",68,832,68,55.4666666666667,1.22596153846154,0.00563204680137702,"ETV1",0.707071670942452
"ENSG00000139515_LINE2371_PDX1_D_N2","ENSG00000139515_LINE2371_PDX1_D_N2",15,114,15,7.6,1.97368421052632,0.00653937006529699,"PDX1",0.707071670942452
"MA0132.2","MA0132.2",15,114,15,7.6,1.97368421052632,0.00653937006529699,"PDX1",0.707071670942452
"MA0675.1","MA0675.1",25,233,25,15.5333333333333,1.60944206008584,0.00737431338725561,"NKX6-2",0.707071670942452
"MA0681.2","MA0681.2",49,555,49,37,1.32432432432432,0.00744564341348932,"PHOX2B",0.707071670942452
"MA0890.1","MA0890.1",16,129,16,8.6,1.86046511627907,0.00889770784943085,"GBX2",0.707071670942452
"MA1942.1","MA1942.1",52,603,52,40.2,1.29353233830846,0.00898574815308538,"ETV2::FOXI1",0.707071670942452
"ENSG00000168505_LINE2466_GBX2_D_N2","ENSG00000168505_LINE2466_GBX2_D_N2",16,130,16,8.66666666666667,1.84615384615385,0.00958564790296517,"GBX2",0.707071670942452
"MA0682.2","MA0682.2",17,144,17,9.6,1.77083333333333,0.0114686407227191,"PITX1",0.707071670942452
"ENSG00000130675_LINE2327_MNX1_D","ENSG00000130675_LINE2327_MNX1_D",28,283,28,18.8666666666667,1.48409893992933,0.0137987060510824,"MNX1",0.707071670942452
"ENSG00000167800_LINE3554_TBX10_I","ENSG00000167800_LINE3554_TBX10_I",43,489,43,32.6,1.31901840490798,0.0156874630592711,"TBX10",0.707071670942452
"ENSG00000106031_LINE2216_HOXA13_D_N3","ENSG00000106031_LINE2216_HOXA13_D_N3",30,312,30,20.8,1.44230769230769,0.015783981452225,"HOXA13",0.707071670942452
"MA1708.1","MA1708.1",36,393,36,26.2,1.37404580152672,0.0162294731833566,"ETV7",0.707071670942452
"ENSG00000127528_LINE2754_KLF2_I_N15","ENSG00000127528_LINE2754_KLF2_I_N15",56,678,56,45.2,1.23893805309735,0.0162805808071556,"KLF2",0.707071670942452
"MA1947.1","MA1947.1",41,463,41,30.8666666666667,1.32829373650108,0.0169357936869951,"ETV5::FOXO1",0.707071670942452
"ENSG00000102034_LINE1814_ELF4_D","ENSG00000102034_LINE1814_ELF4_D",24,236,24,15.7333333333333,1.52542372881356,0.0169800206515432,"ELF4",0.707071670942452
"MA1935.1","MA1935.1",47,548,47,36.5333333333333,1.28649635036496,0.0170437566533995,"ERF::FOXI1",0.707071670942452
"MA1940.1","MA1940.1",18,162,18,10.8,1.66666666666667,0.0170750313582993,"ETV2::DRGX",0.707071670942452
"ENSG00000112658_LINE2806_SRF_D_N9","ENSG00000112658_LINE2806_SRF_D_N9",27,275,27,18.3333333333333,1.47272727272727,0.0174421251458603,"SRF",0.707071670942452
"MA1955.1","MA1955.1",41,465,41,31,1.32258064516129,0.018272460064785,"FOXO1::ELK3",0.707071670942452
"MA1126.1","MA1126.1",24,239,24,15.9333333333333,1.50627615062761,0.019708677684666,"FOS::JUN",0.707071670942452
"MA1956.1","MA1956.1",46,538,46,35.8666666666667,1.28252788104089,0.0198972445276752,"FOXO1::FLI1",0.707071670942452
"MA0645.1","MA0645.1",32,344,32,22.9333333333333,1.3953488372093,0.0199668420478079,"ETV6",0.707071670942452
"MA0903.1","MA0903.1",16,141,16,9.4,1.70212765957447,0.0203263866585334,"HOXB3",0.707071670942452
"MA0075.3","MA0075.3",18,165,18,11,1.63636363636364,0.0204011104707949,"PRRX2",0.707071670942452
"ENSG00000138795_LINE3404_LEF1_D_N1","ENSG00000138795_LINE3404_LEF1_D_N1",42,482,42,32.1333333333333,1.30705394190871,0.0204162743629875,"LEF1",0.707071670942452
"ENSG00000148737_LINE3416_TCF7L2_D_N2","ENSG00000148737_LINE3416_TCF7L2_D_N2",40,454,40,30.2666666666667,1.3215859030837,0.020418376737095,"TCF7L2",0.707071670942452
"MA1946.1","MA1946.1",39,443,39,29.5333333333333,1.32054176072235,0.0227670809161821,"ETV5::FOXI1",0.707071670942452
"MA0641.1","MA0641.1",24,242,24,16.1333333333333,1.48760330578512,0.0227761292190243,"ELF4",0.707071670942452
"MA1106.1","MA1106.1",15,131,15,8.73333333333333,1.7175572519084,0.0227783910838965,"HIF1A",0.707071670942452
"MA1508.1","MA1508.1",68,871,68,58.0666666666667,1.17106773823192,0.0228544651828229,"IKZF1",0.707071670942452
"ENSG00000120690_LINE1828_ELF1_D_N8","ENSG00000120690_LINE1828_ELF1_D_N8",33,361,33,24.0666666666667,1.37119113573407,0.023060773102474,"ELF1",0.707071670942452
"ENSG00000120068_LINE2288_HOXB8_D","ENSG00000120068_LINE2288_HOXB8_D",22,217,22,14.4666666666667,1.52073732718894,0.0232893197362174,"HOXB8",0.707071670942452
"MA0473.3","MA0473.3",64,810,64,54,1.18518518518519,0.0236059954689515,"ELF1",0.707071670942452
"MA1421.1","MA1421.1",39,444,39,29.6,1.31756756756757,0.0236236019918576,"TCF7L1",0.707071670942452
"ENSG00000154727_LINE1896_GABPA_D_N7","ENSG00000154727_LINE1896_GABPA_D_N7",27,283,27,18.8666666666667,1.43109540636042,0.0250360995255758,"GABPA",0.707071670942452
"MA0724.1","MA0724.1",13,110,13,7.33333333333333,1.77272727272727,0.0265051856940368,"VENTX",0.707071670942452
"MA1953.1","MA1953.1",51,619,51,41.2666666666667,1.23586429725363,0.0267553624605295,"FOXO1::ELF1",0.707071670942452
"MA1936.1","MA1936.1",44,518,44,34.5333333333333,1.27413127413127,0.0268160794906777,"ERF::FOXO1",0.707071670942452
"ENSG00000120093_LINE2291_HOXB3_D","ENSG00000120093_LINE2291_HOXB3_D",16,146,16,9.73333333333333,1.64383561643836,0.0275533828981269,"HOXB3",0.707071670942452
"ENSG00000179361_LINE51_ARID3B_I","ENSG00000179361_LINE51_ARID3B_I",30,326,30,21.7333333333333,1.38036809815951,0.0286164335327989,"ARID3B",0.707071670942452
"ENSG00000152284_LINE3420_TCF7L1_D","ENSG00000152284_LINE3420_TCF7L1_D",40,464,40,30.9333333333333,1.29310344827586,0.0293153093661022,"TCF7L1",0.707071670942452
"ENSG00000136826_LINE939_KLF4_D","ENSG00000136826_LINE939_KLF4_D",68,879,68,58.6,1.16040955631399,0.029546021814389,"KLF4",0.707071670942452
"MA0746.2","MA0746.2",56,697,56,46.4666666666667,1.2051649928264,0.0305439958995117,"SP3",0.707071670942452
"MA0715.1","MA0715.1",31,342,31,22.8,1.35964912280702,0.0316211003529229,"PROP1",0.707071670942452
"MA1519.1","MA1519.1",16,149,16,9.93333333333333,1.61073825503356,0.0327354351638308,"LHX5",0.707071670942452
"ENSG00000185668_LINE2682_POU3F1_D_N1","ENSG00000185668_LINE2682_POU3F1_D_N1",23,237,23,15.8,1.45569620253165,0.0327672286852488,"POU3F1",0.707071670942452
"MA1969.1","MA1969.1",52,640,52,42.6666666666667,1.21875,0.0327876642785326,"THRA",0.707071670942452
"ENSG00000183733_LINE289_FIGLA_D","ENSG00000183733_LINE289_FIGLA_D",42,497,42,33.1333333333333,1.26760563380282,0.0344756006982534,"FIGLA",0.707071670942452
"MA0820.1","MA0820.1",42,497,42,33.1333333333333,1.26760563380282,0.0344756006982534,"FIGLA",0.707071670942452
"ENSG00000196628_LINE303_TCF4_D_N3","ENSG00000196628_LINE303_TCF4_D_N3",51,627,51,41.8,1.2200956937799,0.0345737332801607,"TCF4",0.707071670942452
"ENSG00000128714_LINE2324_HOXD13_D_N1","ENSG00000128714_LINE2324_HOXD13_D_N1",32,358,32,23.8666666666667,1.34078212290503,0.0346761282326117,"HOXD13",0.707071670942452
"MA0598.3","MA0598.3",63,807,63,53.8,1.17100371747212,0.03479256624318,"EHF",0.707071670942452
"ENSG00000116035_LINE2277_VAX2_D","ENSG00000116035_LINE2277_VAX2_D",14,126,14,8.4,1.66666666666667,0.0348800713261506,"VAX2",0.707071670942452
"MA0912.2","MA0912.2",14,126,14,8.4,1.66666666666667,0.0348800713261506,"HOXD3",0.707071670942452
"ENSG00000116132_LINE2279_PRRX1_D_N2","ENSG00000116132_LINE2279_PRRX1_D_N2",15,138,15,9.2,1.6304347826087,0.0348863893317933,"PRRX1",0.707071670942452
