"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0598.3","MA0598.3",559,6479,55.9,43.2134996331621,1.29357724957555,5.06861332702188e-17,"EHF",7.91717401680817e-14
"MA0761.2","MA0761.2",574,6726,57.4,44.8609351030481,1.27950966399048,1.25754963947157e-16,"ETV1",9.821462684273e-14
"MA0640.2","MA0640.2",586,6924,58.6,46.181551390649,1.26890496822646,2.48446638028946e-16,"ELF3",1.29357882867071e-13
"ENSG00000177932_LINE1220_ZNF354C_D","ENSG00000177932_LINE1220_ZNF354C_D",741,9374,74.1,62.5225105049023,1.1851731384681,6.78643962214091e-16,"ZNF354C",2.12008373795682e-13
"MA0130.1","MA0130.1",741,9374,74.1,62.5225105049023,1.1851731384681,6.78643962214091e-16,"ZNF354C",2.12008373795682e-13
"ENSG00000136826_LINE939_KLF4_D","ENSG00000136826_LINE939_KLF4_D",559,6555,55.9,43.7204028546655,1.27857925247902,8.2102013283435e-16,"KLF4",2.13738907914542e-13
"MA0149.1","MA0149.1",605,7256,60.5,48.395918095111,1.25010542998897,1.26344779234448e-15,"EWSR1-FLI1",2.81929350234582e-13
"ENSG00000109381_LINE1818_ELF2_D","ENSG00000109381_LINE1818_ELF2_D",473,5340,47.3,35.6166210898419,1.32803164794007,2.69911846400598e-15,"ELF2",5.27002880097168e-13
"MA1976.1","MA1976.1",521,6100,52.1,40.6856533048756,1.28054967213115,3.09819165866832e-14,"ZNF320",4.85781969985937e-12
"ENSG00000157557_LINE1909_ETS2_D","ENSG00000157557_LINE1909_ETS2_D",404,4439,40.4,29.6071500033349,1.36453525568822,3.10999980784851e-14,"ETS2",4.85781969985937e-12
"MA0473.3","MA0473.3",548,6500,54.8,43.3535649969986,1.26402523076923,3.49784960899708e-14,"ELF1",4.96694644477585e-12
"MA0493.2","MA0493.2",553,6584,55.3,43.9138264523444,1.25928447752126,4.90385646291344e-14,"KLF1",6.38318649589233e-12
"MA1508.1","MA1508.1",570,6842,57,45.6346294937638,1.24905144694534,5.83046269694877e-14,"IKZF1",7.00552517894921e-12
"MA0062.3","MA0062.3",566,6792,56.6,45.3011405322484,1.24941666666667,8.03484021835528e-14,"GABPA",8.61985843170547e-12
"MA1723.1","MA1723.1",677,8491,67.7,56.6330954445408,1.1954140855023,8.27771296258528e-14,"PRDM9",8.61985843170547e-12
"MA1708.1","MA1708.1",316,3308,31.6,22.0636296938571,1.43222128174123,3.01146183803053e-13,"ETV7",2.9399396193773e-11
"ENSG00000019549_LINE604_SNAI2_D_N2","ENSG00000019549_LINE604_SNAI2_D_N2",458,5274,45.8,35.1764156606416,1.30200872203261,5.05215461613423e-13,"SNAI2",4.64203853553039e-11
"ENSG00000066336_LINE1813_SPI1_D_N5","ENSG00000066336_LINE1813_SPI1_D_N5",629,7805,62.9,52.0576268925499,1.20827636130685,5.52698896048623e-13,"SPI1",4.79619819793305e-11
"ENSG00000138795_LINE3404_LEF1_D_N1","ENSG00000138795_LINE3404_LEF1_D_N1",328,3493,32.8,23.297538851464,1.40787403378185,8.31940932526787e-13,"LEF1",6.83943019266759e-11
"ENSG00000102554_LINE710_KLF5_D","ENSG00000102554_LINE710_KLF5_D",581,7107,58.1,47.4021209897952,1.22568355142817,1.46556758884286e-12,"KLF5",1.14460828688627e-10
"MA0599.1","MA0599.1",588,7226,58.8,48.1958247182018,1.22002269582065,2.23325551465399e-12,"KLF5",1.66111672089978e-10
"MA0081.2","MA0081.2",587,7221,58.7,48.1624758220503,1.21879116465863,3.0448036579744e-12,"SPIB",2.07297202497057e-10
"MA1954.1","MA1954.1",419,4776,41.9,31.8548656039485,1.31534066164154,3.05239158606422e-12,"FOXO1::ELK1",2.07297202497057e-10
"ENSG00000172238_LINE964_ATOH1_I_N6","ENSG00000172238_LINE964_ATOH1_I_N6",337,3655,33.7,24.3780430867738,1.38239151846785,3.98382690090813e-12,"ATOH1",2.59280734134104e-10
"ENSG00000071564_LINE91_TCF3_D_N2","ENSG00000071564_LINE91_TCF3_D_N2",330,3566,33,23.7844327352765,1.38746214245653,4.84104653540648e-12,"TCF3",2.92403368391726e-10
"ENSG00000169981_LINE1124_ZNF35_I","ENSG00000169981_LINE1124_ZNF35_I",403,4566,40.3,30.4542119655839,1.32329807271135,4.86714953789045e-12,"ZNF35",2.92403368391726e-10
"ENSG00000081189_LINE2787_MEF2C_D_N3","ENSG00000081189_LINE2787_MEF2C_D_N3",476,5602,47.6,37.3641032481825,1.27395001785077,5.1061836255267e-12,"MEF2C",2.95402178632322e-10
"ENSG00000162702_LINE1036_ZNF281_I","ENSG00000162702_LINE1036_ZNF281_I",442,5120,44.2,34.1492696591743,1.294317578125,5.81858264181856e-12,"ZNF281",3.15407257714889e-10
"ENSG00000127528_LINE2754_KLF2_I_N15","ENSG00000127528_LINE2754_KLF2_I_N15",435,5021,43.5,33.4889615153738,1.29893547102171,5.85583256961061e-12,"KLF2",3.15407257714889e-10
"MA0103.3","MA0103.3",389,4378,38.9,29.2002934702861,1.3321783919598,6.09483118618558e-12,"ZEB1",3.17337543760729e-10
"MA0039.4","MA0039.4",593,7338,59.3,48.9428399919963,1.21161747070046,6.78905340124688e-12,"KLF4",3.42080690733794e-10
"MA0523.1","MA0523.1",316,3391,31.6,22.6172213699727,1.39716543792392,7.76124310979804e-12,"TCF7L2",3.78845679297017e-10
"MA1952.1","MA1952.1",401,4556,40.1,30.3875141732809,1.31962093942054,8.90661181511386e-12,"FOXJ2::ELF1",4.21579625915389e-10
"ENSG00000135363_LINE3654_LMO2_D_N1","ENSG00000135363_LINE3654_LMO2_D_N1",392,4437,39.2,29.5938104448743,1.32460130718954,1.10068098262839e-11,"LMO2",4.96443755057797e-10
"MA0497.1","MA0497.1",477,5642,47.7,37.6308944173948,1.26757550514002,1.14612588767956e-11,"MEF2C",4.96443755057797e-10
"ENSG00000179361_LINE51_ARID3B_I","ENSG00000179361_LINE51_ARID3B_I",273,2834,27.3,18.9021543386914,1.44427981651376,1.17193928507489e-11,"ARID3B",4.96443755057797e-10
"MA1483.2","MA1483.2",210,2032,21,13.5529913959848,1.54947342519685,1.23394675169365e-11,"ELF2",4.96443755057797e-10
"ENSG00000119866_LINE848_BCL11A_D","ENSG00000119866_LINE848_BCL11A_D",553,6758,55.3,45.0743680384179,1.22686134951169,1.23952025910717e-11,"BCL11A",4.96443755057797e-10
"ENSG00000127152_LINE1229_BCL11B_I","ENSG00000127152_LINE1229_BCL11B_I",553,6758,55.3,45.0743680384179,1.22686134951169,1.23952025910717e-11,"BCL11B",4.96443755057797e-10
"MA0750.2","MA0750.2",289,3051,28.9,20.3494964316681,1.42018256309407,1.56104047265307e-11,"ZBTB7A",5.97690343124357e-10
"MA0052.4","MA0052.4",506,6073,50.6,40.5055692656573,1.2492109336407,1.568841489635e-11,"MEF2A",5.97690343124357e-10
"MA0645.1","MA0645.1",271,2816,27.1,18.7820983125459,1.44286328125,1.62122704522953e-11,"ETV6",6.02942058249651e-10
"ENSG00000116017_LINE44_ARID3A_D_N1","ENSG00000116017_LINE44_ARID3A_D_N1",603,7520,60.3,50.1567398119122,1.20223125,1.68065331651037e-11,"ARID3A",6.10507088462605e-10
"ENSG00000166823_LINE260_MESP1_D","ENSG00000166823_LINE260_MESP1_D",317,3428,31.7,22.864003201494,1.38645886814469,1.86956800324664e-11,"MESP1",6.48947826904724e-10
"ENSG00000188095_LINE300_MESP2_I","ENSG00000188095_LINE300_MESP2_I",317,3428,31.7,22.864003201494,1.38645886814469,1.86956800324664e-11,"MESP2",6.48947826904724e-10
"MA1981.1","MA1981.1",548,6706,54.8,44.7275395184419,1.22519594393081,2.41583967620055e-11,"ZNF530",8.20335124831579e-10
"ENSG00000006194_LINE594_ZNF263_D_N2","ENSG00000006194_LINE594_ZNF263_D_N2",657,8364,65.7,55.7860334822917,1.17771413199426,2.54216274170413e-11,"ZNF263",8.4486344734933e-10
"ENSG00000178919_LINE2036_FOXE1_I","ENSG00000178919_LINE2036_FOXE1_I",457,5387,45.7,35.9301007136664,1.27191405234825,3.1506545972958e-11,"FOXE1",1.02527551687001e-09
"ENSG00000185129_LINE3691_PURA_D","ENSG00000185129_LINE3691_PURA_D",587,7313,58.7,48.7760955112386,1.20345836182141,4.71358976216437e-11,"PURA",1.49894537631889e-09
"ENSG00000120690_LINE1828_ELF1_D_N8","ENSG00000120690_LINE1828_ELF1_D_N8",276,2909,27.6,19.4023877809644,1.42250532829151,4.79816061561744e-11,"ELF1",1.49894537631889e-09
"MA1107.2","MA1107.2",584,7276,58.4,48.5293136797172,1.20339637163277,5.98342774141061e-11,"KLF9",1.83257139844772e-09
"ENSG00000196628_LINE303_TCF4_D_N3","ENSG00000196628_LINE303_TCF4_D_N3",388,4441,38.8,29.6204895617955,1.30990407565864,7.88201624472606e-11,"TCF4",2.36763641812733e-09
"MA0528.2","MA0528.2",516,6278,51.6,41.8728740078703,1.23230136986301,9.00194809122551e-11,"ZNF263",2.65302696575363e-09
"MA0499.2","MA0499.2",353,3970,35.3,26.4790235443207,1.33313073047859,1.21201835022833e-10,"MYOD1",3.50587530195675e-09
