"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000178951_LINE1236_ZBTB7A_D_N1","ENSG00000178951_LINE1236_ZBTB7A_D_N1",475,5161,47.5,34.4227306076169,1.37990215074598,7.45487129051022e-19,"ZBTB7A",1.1644508955777e-15
"MA1712.1","MA1712.1",446,4878,44.6,32.5351830854399,1.37082369823698,1.16658382097562e-16,"ZNF454",9.11101964181958e-14
"MA1513.1","MA1513.1",441,4835,44.1,32.2483825785366,1.36751044467425,3.37478303702668e-16,"KLF15",1.75713703461189e-13
"MA0742.2","MA0742.2",444,4908,44.4,32.7352764623491,1.35633496332518,1.13538424021024e-15,"KLF12",4.43367545802097e-13
"MA1713.1","MA1713.1",350,3653,35,24.3647035283132,1.43650424308787,3.69521245441712e-15,"ZNF610",1.15438437075991e-12
"MA1961.1","MA1961.1",545,6398,54.5,42.6732475155072,1.27714676461394,4.78700512217846e-15,"PATZ1",1.24621700014046e-12
"MA0516.3","MA0516.3",485,5543,48.5,36.9705862735943,1.3118536893379,8.59841259601866e-15,"SP2",1.91867435356873e-12
"ENSG00000005889_LINE590_ZFX_D","ENSG00000005889_LINE590_ZFX_D",475,5414,47.5,36.1101847528847,1.31541835980791,1.41990418054794e-14,"ZFX",2.77236291251985e-12
"MA1976.1","MA1976.1",521,6100,52.1,40.6856533048756,1.28054967213115,3.09819165866832e-14,"ZNF320",5.37708374537768e-12
"MA1511.2","MA1511.2",505,5873,50.5,39.1716134195958,1.28919887621318,3.76140577637996e-14,"KLF10",5.8753158227055e-12
"ENSG00000067082_LINE628_KLF6_D","ENSG00000067082_LINE628_KLF6_D",329,3494,32.9,23.3042086306943,1.41176216370922,5.12977380491815e-13,"KLF6",7.28427880298377e-11
"ENSG00000102554_LINE710_KLF5_D","ENSG00000102554_LINE710_KLF5_D",583,7107,58.3,47.4021209897952,1.22990277191501,5.69365279310097e-13,"KLF5",7.41123805235309e-11
"MA1564.1","MA1564.1",459,5303,45.9,35.3698392583206,1.29771582123326,8.31552732140761e-13,"SP9",9.99142590464514e-11
"MA0599.1","MA0599.1",589,7226,58.9,48.1958247182018,1.22209756435095,1.39949824910658e-12,"KLF5",1.49106535078322e-10
"MA0493.2","MA0493.2",546,6584,54.6,43.9138264523444,1.24334416767922,1.43188093865226e-12,"KLF1",1.49106535078322e-10
"ENSG00000163884_LINE1044_KLF15_D","ENSG00000163884_LINE1044_KLF15_D",555,6726,55.5,44.8609351030481,1.23715655664585,1.86635544670081e-12,"KLF15",1.82202950484167e-10
"MA0746.2","MA0746.2",460,5349,46,35.6766491029147,1.28935875864648,2.38413595951439e-12,"SP3",2.19060021691852e-10
