"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000066336_LINE1813_SPI1_D_N5","ENSG00000066336_LINE1813_SPI1_D_N5",672,7805,67.3346693386774,52.0576268925499,1.29346405816117,3.35350271836913e-24,"SPI1",3.14208986548199e-21
"ENSG00000142539_LINE1880_SPIB_D_N2","ENSG00000142539_LINE1880_SPIB_D_N2",440,4426,44.0881763527054,29.5204428733409,1.49347950306397,4.02316243979768e-24,"SPIB",3.14208986548199e-21
"ENSG00000119866_LINE848_BCL11A_D","ENSG00000119866_LINE848_BCL11A_D",583,6758,58.4168336673347,45.0743680384179,1.29601004317009,1.48390054378553e-18,"BCL11A",5.79463162348249e-16
"ENSG00000127152_LINE1229_BCL11B_I","ENSG00000127152_LINE1229_BCL11B_I",583,6758,58.4168336673347,45.0743680384179,1.29601004317009,1.48390054378553e-18,"BCL11B",5.79463162348249e-16
"MA0081.2","MA0081.2",606,7221,60.7214428857716,48.1624758220503,1.26076248883309,1.17691163773187e-16,"SPIB",3.67667195627436e-14
"MA0687.1","MA0687.1",375,4028,37.5751503006012,26.8658707396785,1.39862022953554,1.28078936051315e-14,"SPIC",3.33432163520256e-12
"ENSG00000166211_LINE1923_SPIC_D","ENSG00000166211_LINE1923_SPIC_D",376,4071,37.6753507014028,27.1526712465817,1.38753754130713,4.05912937202617e-14,"SPIC",9.05765725586411e-12
"MA1637.1","MA1637.1",320,3529,32.064128256513,23.5376509037551,1.36224844134287,1.2569122854928e-10,"EBF3",2.4541212374247e-08
"ENSG00000166823_LINE260_MESP1_D","ENSG00000166823_LINE260_MESP1_D",312,3428,31.2625250501002,22.864003201494,1.36732508190243,1.61074012536038e-10,"MESP1",2.51597607581291e-08
"ENSG00000188095_LINE300_MESP2_I","ENSG00000188095_LINE300_MESP2_I",312,3428,31.2625250501002,22.864003201494,1.36732508190243,1.61074012536038e-10,"MESP2",2.51597607581291e-08
"ENSG00000109320_LINE3202_NFKB1_D_N3","ENSG00000109320_LINE3202_NFKB1_D_N3",322,3605,32.2645290581162,24.0445541252585,1.34186431114656,6.57563768476405e-10,"NFKB1",9.33740551236496e-08
"ENSG00000019549_LINE604_SNAI2_D_N2","ENSG00000019549_LINE604_SNAI2_D_N2",441,5274,44.188376753507,35.1764156606416,1.25619327391985,7.30101429660469e-10,"SNAI2",9.5034869427471e-08
"ENSG00000164330_LINE251_EBF1_D_N2","ENSG00000164330_LINE251_EBF1_D_N2",400,4700,40.0801603206413,31.3479623824451,1.27855711422846,9.67201551889393e-10,"EBF1",1.16212986465479e-07
"MA0154.4","MA0154.4",339,3878,33.9679358717435,25.8654038551324,1.31325751037919,2.3619547514405e-09,"EBF1",2.6352666583929e-07
"ENSG00000173039_LINE3227_RELA_D_N13","ENSG00000173039_LINE3227_RELA_D_N13",300,3380,30.060120240481,22.5438537984393,1.33340645788619,7.30811391391352e-09,"RELA",7.61018262235528e-07
"MA1945.1","MA1945.1",343,3986,34.3687374749499,26.5857400120056,1.2927508303109,1.15681903825331e-08,"ETV5::FIGLA",1.12934458609479e-06
"ENSG00000170581_LINE3510_STAT2_D_N2","ENSG00000170581_LINE3510_STAT2_D_N2",521,6548,52.2044088176353,43.6737144000534,1.19532788851986,1.29619337925318e-08,"STAT2",1.19097297552557e-06
