"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000116017_LINE44_ARID3A_D_N1","ENSG00000116017_LINE44_ARID3A_D_N1",578,7520,57.8578578578579,50.1567398119122,1.15354104104104,2.64094362509251e-07,"ARID3A",0.000412515394239451
"ENSG00000107187_LINE2239_LHX3_D","ENSG00000107187_LINE2239_LHX3_D",238,2709,23.8238238238238,18.068431934903,1.31853300328753,1.31805485414304e-06,"LHX3",0.00102940084108571
"ENSG00000178919_LINE2036_FOXE1_I","ENSG00000178919_LINE2036_FOXE1_I",424,5387,42.4424424424424,35.9301007136664,1.18125030543817,6.42948518082447e-06,"FOXE1",0.003043934521672
"ENSG00000064961_LINE3344_HMG20B_I","ENSG00000064961_LINE3344_HMG20B_I",276,3300,27.6276276276276,22.0102714600147,1.25521521521521,8.83869994043557e-06,"HMG20B",0.003043934521672
"MA0690.2","MA0690.2",252,2982,25.2252252252252,19.8892816647769,1.26828236687392,1.22086512588423e-05,"TBX21",0.003043934521672
"MA0802.1","MA0802.1",283,3416,28.3283283283283,22.7839658507303,1.24334492572197,1.39020517661436e-05,"TBR1",0.003043934521672
"MA0800.1","MA0800.1",253,3003,25.3253253253253,20.0293470286134,1.2644109310776,1.46329295157486e-05,"EOMES",0.003043934521672
"MA0681.2","MA0681.2",353,4409,35.3353353353353,29.4070566264257,1.20159374616168,1.61247443434954e-05,"PHOX2B",0.003043934521672
"MA0033.2","MA0033.2",345,4299,34.5345345345345,28.6733809110918,1.20441097063567,1.75386752209014e-05,"FOXL1",0.003043934521672
"ENSG00000163508_LINE3544_EOMES_D_N1","ENSG00000163508_LINE3544_EOMES_D_N1",253,3015,25.3253253253253,20.109384379377,1.25937844975988,1.96598617383691e-05,"EOMES",0.00307087040353326
"ENSG00000103241_LINE1950_FOXF1_D_N2","ENSG00000103241_LINE1950_FOXF1_D_N2",316,3909,31.6316316316316,26.0721670112719,1.21323369929151,2.75953796640695e-05,"FOXF1",0.00391854391229787
"MA1570.1","MA1570.1",110,1135,11.011011011011,7.57019942639899,1.45452059989505,3.40812016490483e-05,"TFAP4",0.00443623641465113
"ENSG00000167800_LINE3554_TBX10_I","ENSG00000167800_LINE3554_TBX10_I",294,3617,29.4294294294294,24.1245914760221,1.21989337969432,4.06399205370558e-05,"TBX10",0.00479297884393081
"MA0901.2","MA0901.2",362,4585,36.2362362362362,30.5809377709598,1.18492887653193,4.29588372695463e-05,"HOXB13",0.00479297884393081
"ENSG00000204612_LINE2065_FOXB2_I","ENSG00000204612_LINE2065_FOXB2_I",260,3150,26.026026026026,21.0098045754686,1.23875621653399,4.83902247149699e-05,"FOXB2",0.00503903540031886
"ENSG00000175325_LINE2492_PROP1_D_N2","ENSG00000175325_LINE2492_PROP1_D_N2",215,2538,21.5215215215215,16.9278996865204,1.27136395654914,5.78753473122547e-05,"PROP1",0.00565008078135886
"MA0713.1","MA0713.1",181,2081,18.1181181181181,13.8798105782699,1.3053577364005,6.26793602427885e-05,"PHOX2A",0.00575912709995503
"MA0715.1","MA0715.1",223,2654,22.3223223223223,17.701594077236,1.2610345839434,6.79649343935878e-05,"PROP1",0.00576108579776864
"ENSG00000179361_LINE51_ARID3B_I","ENSG00000179361_LINE51_ARID3B_I",236,2834,23.6236236236236,18.9021543386914,1.24978471767463,7.00772280138311e-05,"ARID3B",0.00576108579776864
