"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0655.1","MA0655.1",228,2764,22.8228228228228,18.4352697925699,1.23799776621774,0.000175906119021872,"JDP2",0.274765357912164
"MA0490.2","MA0490.2",273,3458,27.3273273273273,23.0640965784033,1.18484273747432,0.000644075230350204,"JUNB",0.503022754903509
"MA0491.2","MA0491.2",253,3255,25.3253253253253,21.7101313946508,1.16652105254256,0.00265802572926989,"JUND",1
"ENSG00000140044_LINE415_JDP2_D_N2","ENSG00000140044_LINE415_JDP2_D_N2",198,2517,19.8198198198198,16.7878343226839,1.18060611266809,0.00515564757097505,"JDP2",1
"ENSG00000177606_LINE517_JUN_D_N5","ENSG00000177606_LINE517_JUN_D_N5",272,3569,27.2272272272272,23.8044420729674,1.14378766550243,0.00523326405478247,"JUN",1
"MA1138.1","MA1138.1",242,3147,24.2242242242242,20.9897952377776,1.15409530916363,0.00580824682365854,"FOSL2::JUNB",1
"MA1132.1","MA1132.1",203,2613,20.3203203203203,17.4281331287934,1.16594934007869,0.00790015968729321,"JUN::JUNB",1
"MA0477.2","MA0477.2",269,3562,26.9269269269269,23.7577536183552,1.13339532682598,0.0088498160145032,"FOSL1",1
"MA1928.1","MA1928.1",289,3880,28.9289289289289,25.878743413593,1.11786451399853,0.0131605656925634,"BNC2",1
"MA0099.3","MA0099.3",243,3225,24.3243243243243,21.5100380177416,1.1308359522313,0.0147274983399751,"FOS::JUN",1
"MA1142.1","MA1142.1",249,3317,24.9249249249249,22.1236577069299,1.12661862948266,0.0159192467662434,"FOSL1::JUND",1
"MA1137.1","MA1137.1",248,3312,24.8248248248248,22.0903088107784,1.12378803924698,0.0180315209332014,"FOSL1::JUNB",1
"MA1634.1","MA1634.1",305,4139,30.5305305305305,27.6062162342426,1.10592955845432,0.0183903637916176,"BATF",1
"MA0462.2","MA0462.2",308,4186,30.8308308308308,27.9196958580671,1.10426814774641,0.0191397148884609,"BATF::JUN",1
"MA1134.1","MA1134.1",227,3019,22.7227227227227,20.1360634962983,1.1284590320695,0.0202918363730498,"FOS::JUNB",1
"MA0841.1","MA0841.1",185,2423,18.5185185185185,16.160875075035,1.14588587762339,0.0214331933537256,"NFE2",1
"MA1144.1","MA1144.1",231,3089,23.1231231231231,20.6029480424198,1.12232109091934,0.0239219453596006,"FOSL2::JUND",1
"MA1128.1","MA1128.1",254,3421,25.4254254254254,22.8173147468819,1.11430401462556,0.0240165846969377,"FOSL1::JUN",1
"MA1141.1","MA1141.1",259,3507,25.9259259259259,23.3909157606883,1.10837584091077,0.0283622509229759,"FOS::JUND",1
"MA0835.2","MA0835.2",306,4211,30.6306306306306,28.0864403388248,1.09058429124922,0.0354906201562323,"BATF3",1
"ENSG00000171223_LINE487_JUNB_D_N3","ENSG00000171223_LINE487_JUNB_D_N3",267,3645,26.7267267267267,24.3113452944708,1.09935202692404,0.0365746488527103,"JUNB",1
"MA1130.1","MA1130.1",239,3246,23.9239239239239,21.6501033815781,1.10502585148303,0.039766499898582,"FOSL2::JUN",1
"MA1633.2","MA1633.2",247,3381,24.7247247247247,22.5505235776696,1.09641466370245,0.0492187018752236,"BACH1",1
"ENSG00000175592_LINE505_FOSL1_D_N3","ENSG00000175592_LINE505_FOSL1_D_N3",262,3622,26.2262262262262,24.1579403721737,1.08561515684652,0.0623811479897226,"FOSL1",1
"MA0476.1","MA0476.1",273,3793,27.3273273273273,25.2984726205563,1.08019672717801,0.0690423088456219,"FOS",1
"MA1135.1","MA1135.1",225,3096,22.5225225225225,20.6496364970319,1.09069825639593,0.0713728348751677,"FOSB::JUNB",1
"ENSG00000170345_LINE476_FOS_D_N4","ENSG00000170345_LINE476_FOS_D_N4",275,3834,27.5275275275275,25.5719335689989,1.07647423114298,0.0772623908870194,"FOS",1
"MA0478.1","MA0478.1",254,3556,25.4254254254254,23.7177349429734,1.07200057200057,0.101775353183569,"FOSL2",1
"ENSG00000075426_LINE328_FOSL2_D_N3","ENSG00000075426_LINE328_FOSL2_D_N3",254,3560,25.4254254254254,23.7444140598946,1.07079607697585,0.1055044912647,"FOSL2",1
"ENSG00000156273_LINE437_BACH1_D_N1","ENSG00000156273_LINE437_BACH1_D_N1",223,3147,22.3223223223223,20.9897952377776,1.06348452042764,0.151514403514465,"BACH1",1
"MA1101.2","MA1101.2",174,2469,17.4174174174174,16.4676849196292,1.05767249631162,0.212789586531605,"BACH2",1
"ENSG00000125740_LINE393_FOSB_D","ENSG00000125740_LINE393_FOSB_D",233,3388,23.3233233233233,22.5972120322817,1.03213278213278,0.296917433979949,"FOSB",1
"ENSG00000130522_LINE411_JUND_D_N6","ENSG00000130522_LINE411_JUND_D_N6",261,3850,26.1261261261261,25.6786500366838,1.017425997426,0.381173090158914,"JUND",1
"ENSG00000156127_LINE435_BATF_D_N1","ENSG00000156127_LINE435_BATF_D_N1",202,2989,20.2202202202202,19.935970119389,1.01425815243145,0.421280096669299,"BATF",1
"ENSG00000173473_LINE2867_SMARCC1_D_N2","ENSG00000173473_LINE2867_SMARCC1_D_N2",246,3676,24.6246246246246,24.5181084506103,1.00434438791348,0.480645125880056,"SMARCC1",1
"MA1495.1","MA1495.1",33,501,3.3033033033033,3.34155939438405,0.988551425677174,0.554325350212539,"HOXA1",1
"MA0612.2","MA0612.2",33,501,3.3033033033033,3.34155939438405,0.988551425677174,0.554325350212539,"EMX1",1
