"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA1928.1","MA1928.1",415,3880,41.5,25.878743413593,1.60363273195876,5.20708713350515e-29,"BNC2",8.13347010253504e-26
"MA1141.1","MA1141.1",384,3507,38.4,23.3909157606883,1.6416629597947,2.48684523609889e-28,"FOS::JUND",1.94222612939324e-25
"ENSG00000175592_LINE505_FOSL1_D_N3","ENSG00000175592_LINE505_FOSL1_D_N3",392,3622,39.2,24.1579403721737,1.62265488680287,5.37789730594157e-28,"FOSL1",2.78628078260085e-25
"ENSG00000130522_LINE411_JUND_D_N6","ENSG00000130522_LINE411_JUND_D_N6",409,3850,40.9,25.6786500366838,1.59276285714286,8.76881125056207e-28,"JUND",2.78628078260085e-25
"MA1634.1","MA1634.1",431,4139,43.1,27.6062162342426,1.56124257066924,8.91895256914484e-28,"BATF",2.78628078260085e-25
"MA0835.2","MA0835.2",436,4211,43.6,28.0864403388248,1.55235051056756,1.22913452808398e-27,"BATF3",2.99172563792791e-25
"MA0462.2","MA0462.2",434,4186,43.4,27.9196958580671,1.55445819397993,1.3407221168691e-27,"BATF::JUN",2.99172563792791e-25
"ENSG00000170345_LINE476_FOS_D_N4","ENSG00000170345_LINE476_FOS_D_N4",405,3834,40.5,25.5719335689989,1.5837676056338,7.02263365524327e-27,"FOS",1.37116922118625e-24
"ENSG00000171223_LINE487_JUNB_D_N3","ENSG00000171223_LINE487_JUNB_D_N3",388,3645,38.8,24.3113452944708,1.59596268861454,4.25471084854407e-26,"JUNB",7.38428705047316e-24
"MA1130.1","MA1130.1",355,3246,35.5,21.6501033815781,1.63971503388786,1.54939282317548e-25,"FOSL2::JUN",2.42015158980009e-23
"MA0476.1","MA0476.1",397,3793,39.7,25.2984726205563,1.56926469812813,2.48526558709625e-25,"FOS",3.37665167837303e-23
"MA1128.1","MA1128.1",368,3421,36.8,22.8173147468819,1.61281028938907,2.80391020702658e-25,"FOSL1::JUN",3.37665167837303e-23
"MA0477.2","MA0477.2",379,3562,37.9,23.7577536183552,1.59526866928692,2.81027348392122e-25,"FOSL1",3.37665167837303e-23
"MA0491.2","MA0491.2",353,3255,35.3,21.7101313946508,1.62596897081413,1.17341251146145e-24,"JUND",1.30919310207342e-22
"ENSG00000075426_LINE328_FOSL2_D_N3","ENSG00000075426_LINE328_FOSL2_D_N3",376,3560,37.6,23.7444140598946,1.58353033707865,2.2227976401763e-24,"FOSL2",2.31467327597025e-22
"MA0478.1","MA0478.1",375,3556,37.5,23.7177349429734,1.58109533183352,3.65013264900604e-24,"FOSL2",3.56344199859214e-22
"MA1134.1","MA1134.1",332,3019,33.2,20.1360634962983,1.64878304074197,6.09542209671935e-24,"FOS::JUNB",5.60061724416213e-22
"MA1137.1","MA1137.1",355,3312,35.5,22.0903088107784,1.6070395531401,7.27866089961372e-24,"FOSL1::JUNB",6.31626018066479e-22
"ENSG00000173473_LINE2867_SMARCC1_D_N2","ENSG00000173473_LINE2867_SMARCC1_D_N2",383,3676,38.3,24.5181084506103,1.56211071817193,8.98427187646401e-24,"SMARCC1",7.38601719528252e-22
"MA1144.1","MA1144.1",336,3089,33.6,20.6029480424198,1.63083457429589,1.96477479405016e-23,"FOSL2::JUND",1.53448911415318e-21
"MA1135.1","MA1135.1",335,3096,33.5,20.6496364970319,1.62230458656331,6.08939483295407e-23,"FOSB::JUNB",4.26904015709806e-21
"ENSG00000177606_LINE517_JUN_D_N5","ENSG00000177606_LINE517_JUN_D_N5",372,3569,37.2,23.8044420729674,1.56273353880639,6.21978317329511e-23,"JUN",4.26904015709806e-21
"MA1138.1","MA1138.1",339,3147,33.9,20.9897952377776,1.61507054337464,6.2860386436143e-23,"FOSL2::JUNB",4.26904015709806e-21
"MA0099.3","MA0099.3",345,3225,34.5,21.5100380177416,1.6039023255814,7.04729238539366e-23,"FOS::JUN",4.58661279416037e-21
"MA0490.2","MA0490.2",363,3458,36.3,23.0640965784033,1.57387478311163,8.25551143736602e-23,"JUNB",5.15804354606629e-21
"MA1633.2","MA1633.2",354,3381,35.4,22.5505235776696,1.5698083407276,6.7316394633221e-22,"BACH1",4.04416186219581e-20
"ENSG00000172216_LINE498_CEBPB_D_N8","ENSG00000172216_LINE498_CEBPB_D_N8",204,1602,20.4,10.6849863269526,1.90922097378277,5.19924004431735e-21,"CEBPB",3.00785664786063e-19
"MA1142.1","MA1142.1",345,3317,34.5,22.1236577069299,1.55941664154356,1.04874489734031e-20,"FOSL1::JUND",5.85049832016273e-19
"ENSG00000140044_LINE415_JDP2_D_N2","ENSG00000140044_LINE415_JDP2_D_N2",279,2517,27.9,16.7878343226839,1.66191775923719,5.09124056534523e-20,"JDP2",2.74224750450664e-18
"ENSG00000156273_LINE437_BACH1_D_N1","ENSG00000156273_LINE437_BACH1_D_N1",329,3147,32.9,20.9897952377776,1.56742834445504,6.56720893162724e-20,"BACH1",3.41932678373392e-18
"ENSG00000221869_LINE558_CEBPD_D_N2","ENSG00000221869_LINE558_CEBPD_D_N2",227,1933,22.7,12.8926832521844,1.76068856699431,5.72249398691315e-19,"CEBPD",2.88339858308333e-17
"MA0841.1","MA0841.1",264,2423,26.4,16.160875075035,1.63357490713991,8.59595346026637e-18,"NFE2",4.19589978279252e-16
"MA0102.4","MA0102.4",254,2322,25.4,15.487227372774,1.64006115417743,2.86216988726894e-17,"CEBPA",1.32126409571935e-15
"ENSG00000245848_LINE568_CEBPA_D_N4","ENSG00000245848_LINE568_CEBPA_D_N4",241,2164,24.1,14.4334022543854,1.66973798521257,2.87599098940192e-17,"CEBPA",1.32126409571935e-15
"MA0838.1","MA0838.1",126,885,12.6,5.90275461882212,2.13459661016949,1.18373259138429e-16,"CEBPG",5.28282945069215e-15
"MA0836.2","MA0836.2",211,1836,21.1,12.2457146668445,1.72305174291939,1.74028649029687e-16,"CEBPD",7.55090971623251e-15
"ENSG00000125740_LINE393_FOSB_D","ENSG00000125740_LINE393_FOSB_D",335,3388,33.5,22.5972120322817,1.48248376623377,1.97184211274486e-16,"FOSB",8.32437129758777e-15
"MA1636.1","MA1636.1",280,2716,28,18.1151203895151,1.54567010309278,1.11229428923143e-15,"CEBPG",4.57211494678815e-14
"MA1101.2","MA1101.2",260,2469,26,16.4676849196292,1.57884973673552,1.38937757478884e-15,"BACH2",5.56463531235939e-14
"MA0655.1","MA0655.1",281,2764,28.1,18.4352697925699,1.524252170767,6.0615969478663e-15,"JDP2",2.36705360814179e-13
"ENSG00000092067_LINE336_CEBPE_D_N1","ENSG00000092067_LINE336_CEBPE_D_N1",119,863,11.9,5.75601947575535,2.06740092699884,1.00362807928196e-14,"CEBPE",3.82357819472784e-13
"MA1132.1","MA1132.1",264,2613,26.4,17.4281331287934,1.51479219288175,1.28095288239491e-13,"JUN::JUNB",4.76392476738299e-12
"ENSG00000142539_LINE1880_SPIB_D_N2","ENSG00000142539_LINE1880_SPIB_D_N2",400,4426,40,29.5204428733409,1.35499322187076,1.50095440384519e-13,"SPIB",5.45230413675857e-12
"ENSG00000112182_LINE360_BACH2_D","ENSG00000112182_LINE360_BACH2_D",258,2583,25.8,17.2280397518842,1.49755865272938,1.04120343367932e-12,"BACH2",3.69627218956158e-11
"MA0837.2","MA0837.2",89,620,8.9,4.13526312279064,2.15222096774194,3.37017973772608e-12,"CEBPE",1.16982683340625e-10
"ENSG00000066336_LINE1813_SPI1_D_N5","ENSG00000066336_LINE1813_SPI1_D_N5",625,7805,62.5,52.0576268925499,1.20059256886611,3.68468905814614e-12,"SPI1",1.25119224104876e-10
"ENSG00000153879_LINE428_CEBPG_D_N2","ENSG00000153879_LINE428_CEBPG_D_N2",111,853,11.1,5.68932168345228,1.95102344665885,4.08833500153328e-12,"CEBPG",1.35871899412659e-10
"MA0501.1","MA0501.1",296,3144,29.6,20.9697859000867,1.41155470737913,1.59359547811121e-11,"MAF::NFE2",5.18582528502023e-10
"MA0496.3","MA0496.3",416,4924,41.6,32.841992930034,1.26667099918765,1.21379243586668e-09,"MAFK",3.86927303025256e-08
"MA0089.2","MA0089.2",281,3071,28.1,20.4828920162743,1.3718765874308,1.58294525471982e-09,"MAFG::NFE2L1",4.94512097574471e-08
"MA0466.3","MA0466.3",76,570,7.6,3.80177416127526,1.99906666666667,4.27279719360371e-09,"CEBPB",1.30864886596255e-07
"ENSG00000123405_LINE390_NFE2_D_N3","ENSG00000123405_LINE390_NFE2_D_N3",272,3024,27.2,20.1694123924498,1.34857671957672,1.84159726164999e-08,"NFE2",5.53187485134093e-07
"ENSG00000116044_LINE367_NFE2L2_D","ENSG00000116044_LINE367_NFE2L2_D",283,3199,28.3,21.3366237577536,1.32635792435136,4.26248986145339e-08,"NFE2L2",1.25622814407362e-06
"MA0043.3","MA0043.3",172,1757,17.2,11.7188021076502,1.46772680705748,7.5832597664937e-08,"HLF",2.19352810282651e-06
"MA0833.2","MA0833.2",214,2324,21.4,15.5005669312346,1.38059466437177,1.8580978886072e-07,"ATF4",5.27699800364445e-06
"ENSG00000119866_LINE848_BCL11A_D","ENSG00000119866_LINE848_BCL11A_D",527,6758,52.7,45.0743680384179,1.16917889908257,3.3452011698563e-07,"BCL11A",9.16702496020271e-06
"ENSG00000127152_LINE1229_BCL11B_I","ENSG00000127152_LINE1229_BCL11B_I",527,6758,52.7,45.0743680384179,1.16917889908257,3.3452011698563e-07,"BCL11B",9.16702496020271e-06
"ENSG00000166211_LINE1923_SPIC_D","ENSG00000166211_LINE1923_SPIC_D",340,4071,34,27.1526712465817,1.25217882584132,4.76873408087172e-07,"SPIC",1.28426941971063e-05
"MA0081.2","MA0081.2",556,7221,55.6,48.1624758220503,1.15442570281125,6.50140601326075e-07,"SPIB",1.72121969368022e-05
"MA0687.1","MA0687.1",334,4028,33.4,26.8658707396785,1.24321300893744,1.34413326920741e-06,"SPIC",3.49922694416997e-05
"MA0025.2","MA0025.2",187,2070,18.7,13.8064430067365,1.35444009661836,4.85452698907991e-06,"NFIL3",0.000124307723884309
"ENSG00000198517_LINE543_MAFK_D_N5","ENSG00000198517_LINE543_MAFK_D_N5",263,3114,26.3,20.7696925231775,1.26626814386641,8.14799608938064e-06,"MAFK",0.000205276933735687
"ENSG00000156127_LINE435_BATF_D_N1","ENSG00000156127_LINE435_BATF_D_N1",252,2989,25.2,19.935970119389,1.26404683840749,1.56924303801405e-05,"BATF",0.000389072638948879
"MA1508.1","MA1508.1",513,6842,51.3,45.6346294937638,1.1241463022508,0.000115146135121755,"IKZF1",0.00281028536031532
"MA0592.3","MA0592.3",250,3066,25,20.4495431201227,1.22252120026093,0.000174830062884958,"ESRRA",0.0042013008957893
"ENSG00000136931_LINE3001_NR5A1_D","ENSG00000136931_LINE3001_NR5A1_D",243,2970,24.3,19.8092443140132,1.2267,0.000179988443558728,"NR5A1",0.00425972649755656
