"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000163508_LINE3544_EOMES_D_N1","ENSG00000163508_LINE3544_EOMES_D_N1",223,3015,22.3,20.109384379377,1.10893499170813,0.0414152343834825,"EOMES",0.999999999999823
"MA0800.1","MA0800.1",222,3003,22.2,20.0293470286134,1.10837362637363,0.0426218480990597,"EOMES",0.999999999999823
"MA0688.1","MA0688.1",231,3151,23.1,21.0164743546989,1.09913773405268,0.0522779073668707,"TBX2",0.999999999999823
"MA0689.1","MA0689.1",239,3309,23.9,22.0702994730874,1.08290329404654,0.080933943139332,"TBX20",0.999999999999823
"ENSG00000167800_LINE3554_TBX10_I","ENSG00000167800_LINE3554_TBX10_I",260,3617,26,24.1245914760221,1.07773845728504,0.0820478710266446,"TBX10",0.999999999999823
"MA0690.2","MA0690.2",215,2982,21.5,19.8892816647769,1.08098423876593,0.10105546182541,"TBX21",0.999999999999823
"MA1566.2","MA1566.2",249,3485,24.9,23.2441806176216,1.07123586800574,0.107241937184454,"TBX3",0.999999999999823
"ENSG00000136535_LINE3540_TBR1_D_N2","ENSG00000136535_LINE3540_TBR1_D_N2",221,3087,22.1,20.5896084839592,1.07335698088759,0.119069134287124,"TBR1",0.999999999999823
"ENSG00000089094_LINE1718_KDM2B_D","ENSG00000089094_LINE1718_KDM2B_D",23,275,2.3,1.83418928833456,1.25396,0.155019262392191,"KDM2B",0.999999999999823
"ENSG00000171532_LINE264_NEUROD2_D","ENSG00000171532_LINE264_NEUROD2_D",40,512,4,3.41492696591743,1.171328125,0.166813615156568,"NEUROD2",0.999999999999823
"ENSG00000188290_LINE301_HES4_I","ENSG00000188290_LINE301_HES4_I",87,1180,8.7,7.87033949176282,1.10541610169492,0.171179207823123,"HES4",0.999999999999823
"ENSG00000001167_LINE1661_NFYA_D_N2","ENSG00000001167_LINE1661_NFYA_D_N2",123,1708,12.3,11.3919829253652,1.07970667447307,0.187646721128719,"NFYA",0.999999999999823
"ENSG00000164532_LINE3549_TBX20_D_N2","ENSG00000164532_LINE3549_TBX20_D_N2",214,3050,21.4,20.3428266524378,1.05196786885246,0.205742016151449,"TBX20",0.999999999999823
"ENSG00000120837_LINE3650_NFYB_D_N2","ENSG00000120837_LINE3650_NFYB_D_N2",119,1666,11.9,11.1118521976923,1.07092857142857,0.219578130457518,"NFYB",0.999999999999823
"ENSG00000005073_LINE2164_HOXA11_I","ENSG00000005073_LINE2164_HOXA11_I",82,1133,8.2,7.55685986793837,1.0851067961165,0.229163339842108,"HOXA11",0.999999999999823
"ENSG00000092607_LINE3528_TBX15_D_N1","ENSG00000092607_LINE3528_TBX15_D_N1",140,1988,14,13.2595211098513,1.05584507042254,0.250753580801657,"TBX15",0.999999999999823
"ENSG00000112837_LINE19949_TBX18_I_N1","ENSG00000112837_LINE19949_TBX18_I_N1",140,1988,14,13.2595211098513,1.05584507042254,0.250753580801657,"TBX18",0.999999999999823
"ENSG00000122145_LINE20002_TBX22_I_N1","ENSG00000122145_LINE20002_TBX22_I_N1",140,1988,14,13.2595211098513,1.05584507042254,0.250753580801657,"TBX22",0.999999999999823
"MA0802.1","MA0802.1",236,3416,23.6,22.7839658507303,1.03581615925059,0.273676796151254,"TBR1",0.999999999999823
"MA1155.1","MA1155.1",260,3775,26,25.1784165944107,1.03263046357616,0.279125671046054,"ZSCAN4",0.999999999999823
"ENSG00000113430_LINE2265_IRX4_I","ENSG00000113430_LINE2265_IRX4_I",35,474,3.5,3.16147535516574,1.10707805907173,0.288554697197871,"IRX4",0.999999999999823
"ENSG00000159387_LINE2406_IRX6_I","ENSG00000159387_LINE2406_IRX6_I",35,474,3.5,3.16147535516574,1.10707805907173,0.288554697197871,"IRX6",0.999999999999823
"ENSG00000106459_LINE3634_NRF1_D_N3","ENSG00000106459_LINE3634_NRF1_D_N3",95,1360,9.5,9.07089975321817,1.04730514705882,0.328890583450449,"NRF1",0.999999999999823
"MA1707.1","MA1707.1",126,1820,12.6,12.1389981991596,1.03797692307692,0.336877707538099,"DMRTA1",0.999999999999823
"ENSG00000073861_LINE3513_TBX21_D_N2","ENSG00000073861_LINE3513_TBX21_D_N2",71,1011,7.1,6.74314680184086,1.05292087042532,0.339379558418563,"TBX21",0.999999999999823
"MA1943.1","MA1943.1",67,954,6.7,6.36296938571333,1.05296750524109,0.344861250412049,"ETV2::HOXB13",0.999999999999823
"MA0027.2","MA0027.2",54,766,5.4,5.10905089041553,1.05694778067885,0.353861384326803,"EN1",0.999999999999823
"MA0723.2","MA0723.2",54,766,5.4,5.10905089041553,1.05694778067885,0.353861384326803,"VAX2",0.999999999999823
"ENSG00000138136_LINE2359_LBX1_D","ENSG00000138136_LINE2359_LBX1_D",99,1431,9.9,9.54445407857,1.03725157232704,0.362479149990979,"LBX1",0.999999999999823
"MA0618.1","MA0618.1",99,1431,9.9,9.54445407857,1.03725157232704,0.362479149990979,"LBX1",0.999999999999823
"ENSG00000123307_LINE291_NEUROD4_I_N7","ENSG00000123307_LINE291_NEUROD4_I_N7",59,843,5.9,5.6226238911492,1.04933214709371,0.367181656702279,"NEUROD4",0.999999999999823
"ENSG00000164600_LINE428_NEUROD6_I_N7","ENSG00000164600_LINE428_NEUROD6_I_N7",59,843,5.9,5.6226238911492,1.04933214709371,0.367181656702279,"NEUROD6",0.999999999999823
"MA0725.1","MA0725.1",73,1051,7.3,7.00993797105316,1.0413786869648,0.373679585282052,"VSX1",0.999999999999823
"MA0726.1","MA0726.1",73,1051,7.3,7.00993797105316,1.0413786869648,0.373679585282052,"VSX2",0.999999999999823
"MA0805.1","MA0805.1",253,3723,25.3,24.8315880744347,1.01886355089981,0.373749694563192,"TBX1",0.999999999999823
"ENSG00000136630_LINE2355_HLX_I","ENSG00000136630_LINE2355_HLX_I",73,1052,7.3,7.01660775028347,1.04038878326996,0.376943720766629,"HLX",0.999999999999823
"MA1478.1","MA1478.1",113,1644,11.3,10.9651170546255,1.03054075425791,0.378599175353602,"DMRTA2",0.999999999999823
"ENSG00000135903_LINE2625_PAX3_D_N1","ENSG00000135903_LINE2625_PAX3_D_N1",38,538,3.8,3.58834122590542,1.05898513011152,0.379771126845945,"PAX3",0.999999999999823
