"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000159216_LINE3282_RUNX1_D_N2","ENSG00000159216_LINE3282_RUNX1_D_N2",740,25518,74,51.0605090443413,1.44926091386472,7.79737690475649e-51,"RUNX1",1.21795027252296e-47
"MA0800.1","MA0800.1",291,6745,29.1,13.4964783095886,2.15611801334322,7.42047273521402e-39,"EOMES",5.35919727856124e-36
"ENSG00000163508_LINE3544_EOMES_D_N1","ENSG00000163508_LINE3544_EOMES_D_N1",292,6793,29.2,13.5925244117176,2.14823965847196,1.02929525196439e-38,"EOMES",5.35919727856124e-36
"ENSG00000167800_LINE3554_TBX10_I","ENSG00000167800_LINE3554_TBX10_I",326,8110,32.6,16.2277893388827,2.00889963008631,4.57592844227785e-38,"TBX10",1.7869000567095e-35
"MA0802.1","MA0802.1",313,7749,31.3,15.505442612454,2.01864601884114,1.16624644557548e-36,"TBR1",3.64335389597779e-34
"MA0805.1","MA0805.1",333,8622,33.3,17.2522810949256,1.93017954070981,1.60145894944567e-35,"TBX1",4.1691314650569e-33
"MA0690.2","MA0690.2",274,6740,27.4,13.4864735072835,2.03166528189911,7.46742006426533e-32,"TBX21",1.66630144862606e-29
"MA1566.2","MA1566.2",307,8009,30.7,16.0256923323195,1.91567386689974,1.25746433436411e-31,"TBX3",2.45519911284592e-29
"MA1565.1","MA1565.1",399,11733,39.9,23.4772690891628,1.69951623625671,1.46082546173304e-31,"TBX18",2.53534374580778e-29
"MA0689.1","MA0689.1",298,7675,29.8,15.3573715383384,1.94043622149837,1.62476927626837e-31,"TBX20",2.5378896095312e-29
"ENSG00000136535_LINE3540_TBR1_D_N2","ENSG00000136535_LINE3540_TBR1_D_N2",281,7043,28.1,14.0927645269729,1.9939309953145,2.09522602941265e-31,"TBR1",2.97522096176596e-29
"MA0688.1","MA0688.1",283,7330,28.3,14.6670401792861,1.9294963165075,2.84830608344286e-29,"TBX2",3.70754508528146e-27
"ENSG00000124813_LINE3275_RUNX2_D_N2","ENSG00000124813_LINE3275_RUNX2_D_N2",452,14496,45.2,29.0059228429646,1.55830242825607,4.68729713473379e-28,"RUNX2",5.22968437461013e-26
"ENSG00000250096_LINE3288_ENSG00000250096_I","ENSG00000250096_LINE3288_ENSG00000250096_I",452,14496,45.2,29.0059228429646,1.55830242825607,4.68729713473379e-28,"ENSG00000250096",5.22968437461013e-26
"ENSG00000174197_LINE321_MGA_D_N1","ENSG00000174197_LINE321_MGA_D_N1",296,8044,29.6,16.0957259484553,1.83899751367479,2.74665420508634e-27,"MGA",2.5236905107911e-25
"MA0801.1","MA0801.1",296,8044,29.6,16.0957259484553,1.83899751367479,2.74665420508634e-27,"MGA",2.5236905107911e-25
"MA0803.1","MA0803.1",296,8044,29.6,16.0957259484553,1.83899751367479,2.74665420508634e-27,"TBX15",2.5236905107911e-25
"ENSG00000184058_LINE3555_TBX1_D_N1","ENSG00000184058_LINE3555_TBX1_D_N1",374,11518,37.4,23.0470625900432,1.62276645250912,4.82742431289422e-25,"TBX1",4.18913154263376e-23
"MA0476.1","MA0476.1",297,8363,29.7,16.7340323355211,1.77482625851967,7.25796083132771e-25,"FOS",5.96680779922836e-23
"MA0835.2","MA0835.2",318,9280,31.8,18.5689130782776,1.71253965517241,2.66605555406664e-24,"BATF3",2.08218938772604e-22
"MA0462.2","MA0462.2",316,9234,31.6,18.4768688970706,1.71024648039853,5.07206898434088e-24,"BATF::JUN",3.77265321597164e-22
"ENSG00000089225_LINE3523_TBX5_D_N2","ENSG00000089225_LINE3523_TBX5_D_N2",263,7137,26.3,14.2808548103089,1.84162645369203,6.4314579755057e-24,"TBX5",4.18580723239163e-22
"MA0806.1","MA0806.1",263,7137,26.3,14.2808548103089,1.84162645369203,6.4314579755057e-24,"TBX4",4.18580723239163e-22
"MA0807.1","MA0807.1",263,7137,26.3,14.2808548103089,1.84162645369203,6.4314579755057e-24,"TBX5",4.18580723239163e-22
"ENSG00000170345_LINE476_FOS_D_N4","ENSG00000170345_LINE476_FOS_D_N4",295,8444,29.5,16.8961101328638,1.74596399810516,1.52375387866513e-23,"FOS",9.52041423389975e-22
"MA1634.1","MA1634.1",311,9152,31.1,18.3127901392668,1.69826660839161,4.49305406662482e-23,"BATF",2.69928863541076e-21
"MA1125.1","MA1125.1",578,21243,57.8,42.5064030734753,1.35979513251424,6.99402024585025e-23,"ZNF384",4.04617023111781e-21
"ENSG00000121075_LINE3535_TBX4_D_N1","ENSG00000121075_LINE3535_TBX4_D_N1",274,7697,27.4,15.4013926684809,1.77905989346499,8.23009998550573e-23,"TBX4",4.59122006334284e-21
"MA0684.2","MA0684.2",298,8766,29.8,17.5404194013126,1.69893315080995,5.70354241030594e-22,"RUNX3",3.07204594651651e-20
"MA1928.1","MA1928.1",292,8566,29.2,17.1402273091084,1.70359467662853,1.23180676306484e-21,"BNC2",6.41360721302427e-20
"ENSG00000173473_LINE2867_SMARCC1_D_N2","ENSG00000173473_LINE2867_SMARCC1_D_N2",282,8203,28.2,16.4138786617576,1.71805827136413,2.55967886179039e-21,"SMARCC1",1.2897478651989e-19
"MA0062.3","MA0062.3",508,18266,50.8,36.5495437810149,1.38989422971641,1.19870926770072e-20,"GABPA",5.85119961296416e-19
"ENSG00000175592_LINE505_FOSL1_D_N3","ENSG00000175592_LINE505_FOSL1_D_N3",273,7933,27.3,15.8736193372819,1.71983461489979,1.31231061194598e-20,"FOSL1",6.21160356321097e-19
"ENSG00000171223_LINE487_JUNB_D_N3","ENSG00000171223_LINE487_JUNB_D_N3",271,7928,27.1,15.8636145349768,1.70831180625631,4.94291830890816e-20,"JUNB",2.27083482309251e-18
"ENSG00000198815_LINE2057_FOXJ3_D_N1","ENSG00000198815_LINE2057_FOXJ3_D_N1",299,9104,29.9,18.2167440371378,1.64134710017575,8.57078738983079e-20,"FOXJ3",3.82501997226163e-18
"MA1978.1","MA1978.1",440,15360,44,30.734752681287,1.43160416666667,3.42572276881282e-19,"ZNF354A",1.48638304580156e-17
"ENSG00000171634_LINE3685_BPTF_D_N1","ENSG00000171634_LINE3685_BPTF_D_N1",324,10265,32.4,20.5398591323835,1.57742075012177,5.01994629079546e-19,"BPTF",2.10757713753709e-17
"ENSG00000116604_LINE2813_MEF2D_D_N2","ENSG00000116604_LINE2813_MEF2D_D_N2",329,10479,32.9,20.9680646710421,1.56905277221109,5.12726832435399e-19,"MEF2D",2.10757713753709e-17
"ENSG00000116017_LINE44_ARID3A_D_N1","ENSG00000116017_LINE44_ARID3A_D_N1",544,20341,54.4,40.7015367376341,1.33655887124527,8.07097106560732e-19,"ARID3A",3.23252738576375e-17
"MA0761.2","MA0761.2",493,17921,49.3,35.8592124219625,1.37482104793259,1.10045114774142e-18,"ETV1",4.29726173193026e-17
"ENSG00000125347_LINE2729_IRF1_D_N2","ENSG00000125347_LINE2729_IRF1_D_N2",595,22888,59.5,45.7979830318553,1.29918385180007,1.1563498340006e-18,"IRF1",4.40541083099743e-17
"MA0598.3","MA0598.3",483,17469,48.3,34.9547782935809,1.38178533402026,1.39709578417432e-18,"EHF",5.19586574971498e-17
"ENSG00000075426_LINE328_FOSL2_D_N3","ENSG00000075426_LINE328_FOSL2_D_N3",265,7888,26.5,15.7835761165359,1.67896044624746,1.5664278459075e-18,"FOSL2",5.69014022164538e-17
"ENSG00000137309_LINE57_HMGA1_D","ENSG00000137309_LINE57_HMGA1_D",438,15401,43.8,30.8167920601889,1.42130303227063,1.85403675316273e-18,"HMGA1",6.58183047372767e-17
"MA0477.2","MA0477.2",264,7868,26.4,15.7435569073155,1.67687646161668,2.20653614436122e-18,"FOSL1",7.65913212776049e-17
"MA0496.3","MA0496.3",372,12448,37.2,24.907955818793,1.49349871465296,2.28306282823029e-18,"MAFK",7.75248725586023e-17
"ENSG00000162613_LINE3668_FUBP1_D","ENSG00000162613_LINE3668_FUBP1_D",435,15310,43.5,30.634704658236,1.4199581972567,3.3266124081923e-18,"FUBP1",1.10556778331838e-16
"MA0478.1","MA0478.1",264,7895,26.4,15.7975828397631,1.67114173527549,3.45321887296094e-18,"FOSL2",1.12373497490937e-16
"MA0490.2","MA0490.2",254,7512,25.4,15.0312149831919,1.68981682641108,4.94021347274155e-18,"JUNB",1.57481907029027e-16
