"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000160967_LINE1705_CUX1_D_N2","ENSG00000160967_LINE1705_CUX1_D_N2",17,1307,1.7017017017017,2.61525532255483,0.650682817477003,0.978811932163979,"CUX1",1
"ENSG00000114439_LINE3367_BBX_I","ENSG00000114439_LINE3367_BBX_I",14,1146,1.4014014014014,2.2931006883304,0.61113818879962,0.983585823485178,"BBX",1
"ENSG00000101057_LINE2835_MYBL2_D_N1","ENSG00000101057_LINE2835_MYBL2_D_N1",7,694,0.700700700700701,1.38866655994878,0.504585276919571,0.985845914381955,"MYBL2",1
"ENSG00000101216_LINE3291_GMEB2_D_N2","ENSG00000101216_LINE3291_GMEB2_D_N2",5,610,0.500500500500501,1.22058588122299,0.410049393655951,0.993962262179263,"GMEB2",1
"MA0756.2","MA0756.2",8,838,0.800800800800801,1.67680486633584,0.477575427456096,0.994340159749982,"ONECUT2",1
"MA1505.1","MA1505.1",24,1916,2.4024024024024,3.83384024331679,0.626630806171516,0.995566001254204,"HOXC8",1
"ENSG00000170577_LINE2480_SIX2_I","ENSG00000170577_LINE2480_SIX2_I",11,1107,1.1011011011011,2.21506323035057,0.497096916247774,0.99716996934672,"SIX2",1
"ENSG00000009709_LINE2611_PAX7_D_N2","ENSG00000009709_LINE2611_PAX7_D_N2",27,2204,2.7027027027027,4.41011685609092,0.612841516652769,0.99822018862135,"PAX7",1
"MA0776.1","MA0776.1",7,856,0.700700700700701,1.71282215463422,0.409091334324979,0.998340229936413,"MYBL1",1
"MA0910.2","MA0910.2",19,1722,1.9019019019019,3.44565391387866,0.551971251158243,0.998728498886628,"HOXD8",1
"MA0754.2","MA0754.2",14,1411,1.4014014014014,2.82335521050104,0.496360286579989,0.999074121087621,"CUX1",1
"ENSG00000138083_LINE2358_SIX3_I","ENSG00000138083_LINE2358_SIX3_I",26,2217,2.6026026026026,4.4361293420842,0.586683210048118,0.999140493349453,"SIX3",1
"ENSG00000105516_LINE349_DBP_D_N2","ENSG00000105516_LINE349_DBP_D_N2",20,1828,2.002002002002,3.65775572274692,0.547330700503567,0.999163896542949,"DBP",1
"MA0818.2","MA0818.2",13,1378,1.3013013013013,2.75732351528734,0.471943641754963,0.99940993841167,"BHLHE22",1
"ENSG00000171532_LINE264_NEUROD2_D","ENSG00000171532_LINE264_NEUROD2_D",12,1314,1.2012012012012,2.62926204578198,0.456858685169187,0.999465041277518,"NEUROD2",1
"MA0777.1","MA0777.1",6,857,0.600600600600601,1.71482311509525,0.350240555608117,0.999481482344104,"MYBL2",1
"MA0780.1","MA0780.1",25,2204,2.5025025025025,4.41011685609092,0.567445848752564,0.999485988219189,"PAX3",1
