"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000142539_LINE1880_SPIB_D_N2","ENSG00000142539_LINE1880_SPIB_D_N2",102,1021,51,34.0333333333333,1.49853085210578,2.35164239264348e-07,"SPIB",0.000367326541730912
"MA0837.2","MA0837.2",23,152,11.5,5.06666666666667,2.26973684210526,0.000124794671874891,"CEBPE",0.0702101622557764
"MA0838.1","MA0838.1",29,215,14.5,7.16666666666667,2.02325581395349,0.000134846662463079,"CEBPG",0.0702101622557764
"ENSG00000153879_LINE428_CEBPG_D_N2","ENSG00000153879_LINE428_CEBPG_D_N2",27,204,13.5,6.8,1.98529411764706,0.000323295087306259,"CEBPG",0.126246731593094
"ENSG00000221869_LINE558_CEBPD_D_N2","ENSG00000221869_LINE558_CEBPD_D_N2",48,458,24,15.2666666666667,1.57205240174672,0.000527836477463144,"CEBPD",0.164896115559486
"ENSG00000092067_LINE336_CEBPE_D_N1","ENSG00000092067_LINE336_CEBPE_D_N1",27,221,13.5,7.36666666666667,1.83257918552036,0.00116965667640009,"CEBPE",0.304500621422824
"ENSG00000172216_LINE498_CEBPB_D_N8","ENSG00000172216_LINE498_CEBPB_D_N8",38,369,19,12.3,1.54471544715447,0.00314086452430816,"CEBPB",0.700861483852765
"MA0102.4","MA0102.4",48,510,24,17,1.41176470588235,0.00556690685942602,"CEBPA",1
"MA0466.3","MA0466.3",18,143,9,4.76666666666667,1.88811188811189,0.00580613347602602,"CEBPB",1
"MA0836.2","MA0836.2",41,426,20.5,14.2,1.44366197183099,0.00735698218457037,"CEBPD",1
"ENSG00000245848_LINE568_CEBPA_D_N4","ENSG00000245848_LINE568_CEBPA_D_N4",46,504,23,16.8,1.36904761904762,0.0119380377389823,"CEBPA",1
"ENSG00000166211_LINE1923_SPIC_D","ENSG00000166211_LINE1923_SPIC_D",74,916,37,30.5333333333333,1.2117903930131,0.0253940989464107,"SPIC",1
"MA1636.1","MA1636.1",50,592,25,19.7333333333333,1.26689189189189,0.0350424697244918,"CEBPG",1
"MA0687.1","MA0687.1",73,921,36.5,30.7,1.18892508143322,0.0404974599941945,"SPIC",1
"MA0833.2","MA0833.2",42,495,21,16.5,1.27272727272727,0.0498793014631117,"ATF4",1
"MA0043.3","MA0043.3",35,402,17.5,13.4,1.30597014925373,0.0525600160943098,"HLF",1
"ENSG00000066336_LINE1813_SPI1_D_N5","ENSG00000066336_LINE1813_SPI1_D_N5",132,1830,66,61,1.08196721311475,0.0761853060881607,"SPI1",1
"ENSG00000125347_LINE2729_IRF1_D_N2","ENSG00000125347_LINE2729_IRF1_D_N2",128,1788,64,59.6,1.0738255033557,0.107388099236381,"IRF1",1
"MA0875.1","MA0875.1",20,234,10,7.8,1.28205128205128,0.144085610657176,"BARX1",1
"MA0655.1","MA0655.1",41,525,20.5,17.5,1.17142857142857,0.145047125488807,"JDP2",1
"MA1939.1","MA1939.1",25,304,12.5,10.1333333333333,1.23355263157895,0.152311979240756,"ERF::SREBF2",1
"MA0890.1","MA0890.1",20,236,10,7.86666666666667,1.27118644067797,0.152862961579321,"GBX2",1
"MA0598.3","MA0598.3",101,1403,50.5,46.7666666666667,1.07982893799002,0.153411227209144,"EHF",1
"ENSG00000168505_LINE2466_GBX2_D_N2","ENSG00000168505_LINE2466_GBX2_D_N2",20,238,10,7.93333333333333,1.26050420168067,0.161936490382223,"GBX2",1
"MA0081.2","MA0081.2",117,1647,58.5,54.9,1.0655737704918,0.162200611825726,"SPIB",1
"MA1978.1","MA1978.1",96,1334,48,44.4666666666667,1.07946026986507,0.166687117907369,"ZNF354A",1
"MA0724.1","MA0724.1",17,200,8.5,6.66666666666667,1.275,0.174735420226891,"VENTX",1
"MA0910.2","MA0910.2",11,121,5.5,4.03333333333333,1.36363636363636,0.179706899763977,"HOXD8",1
"ENSG00000128272_LINE397_ATF4_D","ENSG00000128272_LINE397_ATF4_D",25,311,12.5,10.3666666666667,1.20578778135048,0.181383350623613,"ATF4",1
"ENSG00000164900_LINE2434_GBX1_D","ENSG00000164900_LINE2434_GBX1_D",16,188,8,6.26666666666667,1.27659574468085,0.182800522630415,"GBX1",1
"MA0889.1","MA0889.1",16,188,8,6.26666666666667,1.27659574468085,0.182800522630415,"GBX1",1
"MA0025.2","MA0025.2",37,480,18.5,16,1.15625,0.183392388569133,"NFIL3",1
"ENSG00000204366_LINE1521_ZBTB12_I","ENSG00000204366_LINE1521_ZBTB12_I",36,467,18,15.5666666666667,1.15631691648822,0.187716296987628,"ZBTB12",1
"ENSG00000206366_LINE1540_AL8448538_I","ENSG00000206366_LINE1540_AL8448538_I",36,467,18,15.5666666666667,1.15631691648822,0.187716296987628,"AL8448538",1
"ENSG00000234196_LINE1597_CR7597843_I","ENSG00000234196_LINE1597_CR7597843_I",36,467,18,15.5666666666667,1.15631691648822,0.187716296987628,"CR7597843",1
"ENSG00000234852_LINE1601_CR3882194_I","ENSG00000234852_LINE1601_CR3882194_I",36,467,18,15.5666666666667,1.15631691648822,0.187716296987628,"CR3882194",1
"ENSG00000237900_LINE1611_AL66283413_I","ENSG00000237900_LINE1611_AL66283413_I",36,467,18,15.5666666666667,1.15631691648822,0.187716296987628,"AL66283413",1
"MA0902.2","MA0902.2",14,163,7,5.43333333333333,1.28834355828221,0.194067557193225,"HOXB2",1
"MA0818.2","MA0818.2",11,124,5.5,4.13333333333333,1.33064516129032,0.200889630406952,"BHLHE22",1
"ENSG00000136367_LINE2354_ZFHX2_D","ENSG00000136367_LINE2354_ZFHX2_D",16,193,8,6.43333333333333,1.24352331606218,0.211691947202699,"ZFHX2",1
"MA1952.1","MA1952.1",74,1027,37,34.2333333333333,1.08081791626095,0.217952992550766,"FOXJ2::ELF1",1
"MA0027.2","MA0027.2",16,195,8,6.5,1.23076923076923,0.223808742236975,"EN1",1
"MA0723.2","MA0723.2",16,195,8,6.5,1.23076923076923,0.223808742236975,"VAX2",1
"ENSG00000167074_LINE470_TEF_D_N3","ENSG00000167074_LINE470_TEF_D_N3",23,294,11.5,9.8,1.1734693877551,0.233293145498896,"TEF",1
"MA1108.2","MA1108.2",42,569,21,18.9666666666667,1.10720562390158,0.249799150536196,"MXI1",1
"MA1495.1","MA1495.1",10,117,5,3.9,1.28205128205128,0.25061527646189,"HOXA1",1
"MA0612.2","MA0612.2",10,117,5,3.9,1.28205128205128,0.25061527646189,"EMX1",1
"MA0900.2","MA0900.2",10,117,5,3.9,1.28205128205128,0.25061527646189,"HOXA2",1
"MA0904.2","MA0904.2",10,117,5,3.9,1.28205128205128,0.25061527646189,"HOXB5",1
"MA1463.1","MA1463.1",27,355,13.5,11.8333333333333,1.14084507042254,0.255699543385859,"ARGFX",1
"ENSG00000187098_LINE295_MITF_D","ENSG00000187098_LINE295_MITF_D",40,542,20,18.0666666666667,1.1070110701107,0.257613233237891,"MITF",1
"ENSG00000170370_LINE2476_EMX2_D_N1","ENSG00000170370_LINE2476_EMX2_D_N1",14,173,7,5.76666666666667,1.21387283236994,0.26032546992571,"EMX2",1
"MA0886.1","MA0886.1",14,174,7,5.8,1.20689655172414,0.267382610496734,"EMX2",1
"MA0083.3","MA0083.3",20,260,10,8.66666666666667,1.15384615384615,0.279366971853419,"SRF",1
"MA0644.2","MA0644.2",18,232,9,7.73333333333333,1.16379310344828,0.280929219250594,"ESX1",1
