"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000116017_LINE44_ARID3A_D_N1","ENSG00000116017_LINE44_ARID3A_D_N1",62,2072,62,41.4648789273564,1.49524131274131,2.33027598408473e-05,"ARID3A",0.0363989108714035
"ENSG00000156127_LINE435_BATF_D_N1","ENSG00000156127_LINE435_BATF_D_N1",26,709,26,14.1885131078647,1.8324682651622,0.00119472037090083,"BATF",0.813076716945262
"ENSG00000205143_LINE53_ARID3C_I","ENSG00000205143_LINE53_ARID3C_I",30,882,30,17.6505903542125,1.69965986394558,0.00156160701077835,"ARID3C",0.813076716945262
"MA1125.1","MA1125.1",56,2141,56,42.8457074244547,1.30701541335824,0.00510584831523341,"ZNF384",1
"ENSG00000163623_LINE2421_NKX61_D","ENSG00000163623_LINE2421_NKX61_D",30,1007,30,20.1520912547529,1.48867924528302,0.0117248576858995,"NKX61",1
"ENSG00000148826_LINE14172_NKX62_I_N5","ENSG00000148826_LINE14172_NKX62_I_N5",21,640,21,12.8076846107665,1.639640625,0.0138306307281484,"NKX62",1
"MA0517.1","MA0517.1",48,1848,48,36.9821893135882,1.29792207792208,0.0148089121046534,"STAT1::STAT2",1
"ENSG00000170581_LINE3510_STAT2_D_N2","ENSG00000170581_LINE3510_STAT2_D_N2",49,1903,49,38.0828497098259,1.28666841828692,0.0159788369919084,"STAT2",1
"MA1707.1","MA1707.1",17,497,17,9.94596758054833,1.70923541247485,0.0185802341229778,"DMRTA1",1
"MA0894.1","MA0894.1",11,278,11,5.56333800280168,1.97723021582734,0.022188402418085,"HESX1",1
"ENSG00000134595_LINE3399_SOX3_I","ENSG00000134595_LINE3399_SOX3_I",19,589,19,11.787072243346,1.61193548387097,0.0227192170041811,"SOX3",1
"ENSG00000125347_LINE2729_IRF1_D_N2","ENSG00000125347_LINE2729_IRF1_D_N2",58,2382,58,47.6686011606964,1.21673383711167,0.0233696647141876,"IRF1",1
"ENSG00000163666_LINE2422_HESX1_D_N1","ENSG00000163666_LINE2422_HESX1_D_N1",11,283,11,5.66339803882329,1.94229681978799,0.0249419611288072,"HESX1",1
"ENSG00000144355_LINE2389_DLX1_D","ENSG00000144355_LINE2389_DLX1_D",10,247,10,4.94296577946768,2.02307692307692,0.025020569160824,"DLX1",1
"MA1132.1","MA1132.1",21,680,21,13.6081648989394,1.54319117647059,0.0258779083989125,"JUN::JUNB",1
"ENSG00000171540_LINE2483_OTP_I","ENSG00000171540_LINE2483_OTP_I",11,286,11,5.72343406043626,1.92192307692308,0.0267100238104503,"OTP",1
"MA0895.1","MA0895.1",11,286,11,5.72343406043626,1.92192307692308,0.0267100238104503,"HMBOX1",1
"ENSG00000123576_LINE2308_ESX1_D_N2","ENSG00000123576_LINE2308_ESX1_D_N2",10,254,10,5.08304982989794,1.96732283464567,0.0296398770611198,"ESX1",1
"ENSG00000147421_LINE2390_HMBOX1_D","ENSG00000147421_LINE2390_HMBOX1_D",11,296,11,5.92355413247949,1.85699324324324,0.0332650099630137,"HMBOX1",1
"ENSG00000105880_LINE2205_DLX5_D","ENSG00000105880_LINE2205_DLX5_D",10,262,10,5.24314588753252,1.90725190839695,0.0356318709710153,"DLX5",1
"MA1478.1","MA1478.1",15,459,15,9.18551130678407,1.63300653594771,0.0381515698408952,"DMRTA2",1
"ENSG00000131668_LINE2329_BARX1_D_N1","ENSG00000131668_LINE2329_BARX1_D_N1",20,667,20,13.3480088052832,1.49835082458771,0.0390421723674882,"BARX1",1
