"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0139.1","MA0139.1",40,1477,40,29.5577346407845,1.3532836831415,0.0155546090195859,"CTCF",1
"ENSG00000102974_LINE747_CTCF_D_N67","ENSG00000102974_LINE747_CTCF_D_N67",38,1515,38,30.3181909145487,1.25337293729373,0.059276388424118,"CTCF",1
"ENSG00000105392_LINE2200_CRX_D","ENSG00000105392_LINE2200_CRX_D",9,264,9,5.28316990194116,1.70352272727273,0.0804298250575408,"CRX",1
"ENSG00000133937_LINE2333_GSC_D","ENSG00000133937_LINE2333_GSC_D",9,274,9,5.48328997398439,1.6413503649635,0.0960740607542143,"GSC",1
"MA0648.1","MA0648.1",9,274,9,5.48328997398439,1.6413503649635,0.0960740607542143,"GSC",1
"ENSG00000063515_LINE2174_GSC2_D","ENSG00000063515_LINE2174_GSC2_D",9,293,9,5.86351811086652,1.53491467576792,0.13038923827483,"GSC2",1
"MA0891.1","MA0891.1",9,293,9,5.86351811086652,1.53491467576792,0.13038923827483,"GSC2",1
"MA0682.2","MA0682.2",9,314,9,6.28377026215729,1.43226114649682,0.174975865202116,"PITX1",1
"ENSG00000197587_LINE2552_DMBX1_D","ENSG00000197587_LINE2552_DMBX1_D",7,246,7,4.92295377226336,1.42191056910569,0.220977224641614,"DMBX1",1
"MA1547.2","MA1547.2",9,357,9,7.14428657194317,1.25974789915966,0.284257620809397,"PITX2",1
"MA0754.2","MA0754.2",4,144,4,2.88172903742245,1.38805555555556,0.325539324021252,"CUX1",1
"ENSG00000069011_LINE2181_PITX1_D_N3","ENSG00000069011_LINE2181_PITX1_D_N3",10,429,10,8.58515109065439,1.16480186480186,0.354839029253863,"PITX1",1
"MA0714.1","MA0714.1",9,382,9,7.64458675205123,1.17730366492147,0.355267790621957,"PITX3",1
"ENSG00000101057_LINE2835_MYBL2_D_N1","ENSG00000101057_LINE2835_MYBL2_D_N1",2,67,2,1.34080448268961,1.49164179104478,0.389534786030084,"MYBL2",1
"MA0470.2","MA0470.2",3,113,3,2.26135681408845,1.32663716814159,0.395125410561617,"E2F4",1
"ENSG00000135374_LINE1873_ELF5_D_N3","ENSG00000135374_LINE1873_ELF5_D_N3",16,740,16,14.8088853311987,1.08043243243243,0.410103676065602,"ELF5",1
"ENSG00000107859_LINE2244_PITX3_D","ENSG00000107859_LINE2244_PITX3_D",9,402,9,8.04482689613768,1.11873134328358,0.413839400572699,"PITX3",1
"ENSG00000106261_LINE809_ZKSCAN1_I","ENSG00000106261_LINE809_ZKSCAN1_I",6,261,6,5.2231338803282,1.14873563218391,0.424453843644344,"ZKSCAN1",1
"ENSG00000115507_LINE2273_OTX1_D_N2","ENSG00000115507_LINE2273_OTX1_D_N2",2,72,2,1.44086451871123,1.38805555555556,0.424761855758125,"OTX1",1
"MA0711.1","MA0711.1",2,72,2,1.44086451871123,1.38805555555556,0.424761855758125,"OTX1",1
"ENSG00000133740_LINE1773_E2F5_D","ENSG00000133740_LINE1773_E2F5_D",4,173,4,3.46207724634781,1.15537572254335,0.457876129335983,"E2F5",1
"ENSG00000204595_LINE2559_DPRX_D_N2","ENSG00000204595_LINE2559_DPRX_D_N2",5,231,5,4.62277366419852,1.08160173160173,0.494900949110585,"DPRX",1
"MA0776.1","MA0776.1",2,83,2,1.66099659795878,1.20409638554217,0.498365905002209,"MYBL1",1
"MA0893.2","MA0893.2",6,282,6,5.64338603161897,1.0631914893617,0.499672697901764,"GSX2",1
"ENSG00000105419_LINE2201_MEIS3_D_N1","ENSG00000105419_LINE2201_MEIS3_D_N1",13,633,13,12.6676005603362,1.02624012638231,0.505670899190567,"MEIS3",1
"MA0775.1","MA0775.1",13,633,13,12.6676005603362,1.02624012638231,0.505670899190567,"MEIS3",1
"MA0862.1","MA0862.1",2,85,2,1.70102061236742,1.17576470588235,0.511105507249456,"GMEB2",1
"ENSG00000089094_LINE1718_KDM2B_D","ENSG00000089094_LINE1718_KDM2B_D",2,88,2,1.76105663398039,1.13568181818182,0.529819740698105,"KDM2B",1
"ENSG00000170653_LINE486_ATF7_D","ENSG00000170653_LINE486_ATF7_D",6,294,6,5.88353011807084,1.01979591836735,0.541238937538892,"ATF7",1
"ENSG00000124092_LINE881_CTCFL_D","ENSG00000124092_LINE881_CTCFL_D",29,1454,29,29.0974584750851,0.996650618982118,0.546982005025975,"CTCFL",1
"MA0687.1","MA0687.1",21,1054,21,21.092655593356,0.995607210626186,0.549332740758405,"SPIC",1
"ENSG00000166211_LINE1923_SPIC_D","ENSG00000166211_LINE1923_SPIC_D",21,1063,21,21.2727636581949,0.987177798682973,0.566894460196644,"SPIC",1
"ENSG00000129194_LINE3392_SOX15_D_N1","ENSG00000129194_LINE3392_SOX15_D_N1",12,608,12,12.1673003802281,0.98625,0.567298048441071,"SOX15",1
"MA1554.1","MA1554.1",5,251,5,5.02301380828497,0.995418326693227,0.569915905432065,"RFX7",1
"ENSG00000139083_LINE1875_ETV6_D_N1","ENSG00000139083_LINE1875_ETV6_D_N1",16,812,16,16.2497498499099,0.984630541871921,0.569998638125266,"ETV6",1
"ENSG00000204304_LINE2556_PBX2_D","ENSG00000204304_LINE2556_PBX2_D",11,560,11,11.2067240344207,0.981553571428571,0.574394506725122,"PBX2",1
"ENSG00000206315_LINE2562_AL8454643_I","ENSG00000206315_LINE2562_AL8454643_I",11,560,11,11.2067240344207,0.981553571428571,0.574394506725122,"AL8454643",1
"ENSG00000224952_LINE2571_BX2846861_I","ENSG00000224952_LINE2571_BX2846861_I",11,560,11,11.2067240344207,0.981553571428571,0.574394506725122,"BX2846861",1
"ENSG00000225987_LINE2573_CR8124782_I","ENSG00000225987_LINE2573_CR8124782_I",11,560,11,11.2067240344207,0.981553571428571,0.574394506725122,"CR8124782",1
"ENSG00000232005_LINE2588_BX9272396_I","ENSG00000232005_LINE2588_BX9272396_I",11,560,11,11.2067240344207,0.981553571428571,0.574394506725122,"BX9272396",1
"ENSG00000236353_LINE2599_CR9338788_I","ENSG00000236353_LINE2599_CR9338788_I",11,560,11,11.2067240344207,0.981553571428571,0.574394506725122,"CR9338788",1
