"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"ENSG00000184937_LINE1305_WT1_D","ENSG00000184937_LINE1305_WT1_D",63,1917,63,38.3630178106864,1.64220657276995,4.16480044658098e-07,"WT1",0.000650541829755949
"MA1713.1","MA1713.1",48,1318,48,26.3758254952972,1.81984825493171,2.33436202876723e-06,"ZNF610",0.00182313674446721
"MA0079.5","MA0079.5",59,1940,59,38.8232939763858,1.51970618556701,2.96180951383259e-05,"SP1",0.00987073397770993
"ENSG00000178951_LINE1236_ZBTB7A_D_N1","ENSG00000178951_LINE1236_ZBTB7A_D_N1",55,1754,55,35.1010606363818,1.56690421892816,3.11356868931911e-05,"ZBTB7A",0.00987073397770993
"MA1513.1","MA1513.1",53,1667,53,33.3600160096058,1.58872825434913,3.43083311280065e-05,"KLF15",0.00987073397770993
"ENSG00000120738_LINE864_EGR1_D_N8","ENSG00000120738_LINE864_EGR1_D_N8",47,1411,47,28.2369421652992,1.66448618001417,4.35821146700236e-05,"EGR1",0.00987073397770993
"ENSG00000198081_LINE3836_ZFP161_I","ENSG00000198081_LINE3836_ZFP161_I",30,725,30,14.5087052231339,2.06772413793103,4.67699757842735e-05,"ZFP161",0.00987073397770993
"ENSG00000167182_LINE1077_SP2_D_N1","ENSG00000167182_LINE1077_SP2_D_N1",65,2266,65,45.347208324995,1.43338481906443,5.05543353531879e-05,"SP2",0.00987073397770993
"ENSG00000113658_LINE19362_SMAD5_I_N1","ENSG00000113658_LINE19362_SMAD5_I_N1",38,1067,38,21.3528116870122,1.77962511715089,9.3070926610427e-05,"SMAD5",0.016152976373943
"ENSG00000130816_LINE1722_DNMT1_D","ENSG00000130816_LINE1722_DNMT1_D",40,1174,40,23.4940964578747,1.70255536626917,0.000151420786100281,"DNMT1",0.0236519267888639
"MA0685.2","MA0685.2",57,1951,57,39.0434260556334,1.45991286519733,0.000182862004055759,"SP4",0.0259664045759177
"MA0740.2","MA0740.2",50,1639,50,32.7996798078847,1.52440512507627,0.00023795386934024,"KLF14",0.0309736619924546
"MA0742.2","MA0742.2",50,1677,50,33.560136081649,1.48986285032797,0.000441851664402142,"KLF12",0.0488831485386728
