"","motif","observed","background","percent.observed","percent.background","fold.enrichment","pvalue","motif.name","p.adjust"
"MA0516.3","MA0516.3",166,7133,83,71.3371337133713,1.16348941539324,8.01980001442758e-05,"SP2",0.125269276225359
"MA0742.2","MA0742.2",156,6699,78,66.996699669967,1.16423645320197,0.000377256965377304,"KLF12",0.125944271380213
"MA1959.1","MA1959.1",166,7287,83,72.8772877287729,1.1389007822149,0.000471758810741122,"KLF7",0.125944271380213
"MA1511.2","MA1511.2",167,7354,83.5,73.5473547354735,1.1353229534947,0.000520859135762628,"KLF10",0.125944271380213
"MA0076.2","MA0076.2",93,3513,46.5,35.1335133513351,1.32352263023057,0.00053591861727635,"ELK4",0.125944271380213
"ENSG00000184937_LINE1305_WT1_D","ENSG00000184937_LINE1305_WT1_D",166,7310,83,73.1073107310731,1.13531737346101,0.000605727436602122,"WT1",0.125944271380213
"ENSG00000120738_LINE864_EGR1_D_N8","ENSG00000120738_LINE864_EGR1_D_N8",142,5984,71,59.8459845984598,1.18637867647059,0.000609896502676927,"EGR1",0.125944271380213
"MA0740.2","MA0740.2",155,6695,77.5,66.956695669567,1.1574645257655,0.000646489591366786,"KLF14",0.125944271380213
"ENSG00000158711_LINE1910_ELK4_D_N5","ENSG00000158711_LINE1910_ELK4_D_N5",92,3494,46,34.9434943494349,1.31641099026903,0.000725671217939766,"ELK4",0.125944271380213
"MA0162.4","MA0162.4",141,5967,70.5,59.6759675967597,1.18138009049774,0.000871515571045088,"EGR1",0.136130732197243
"ENSG00000067082_LINE628_KLF6_D","ENSG00000067082_LINE628_KLF6_D",124,5096,62,50.965096509651,1.21651883830455,0.000979100913558178,"KLF6",0.139032329725261
"MA1713.1","MA1713.1",138,5831,69,58.3158315831583,1.18321214199966,0.00108260771910564,"ZNF610",0.140919438103584
"MA0079.5","MA0079.5",161,7093,80.5,70.9370937093709,1.13480826166643,0.0012268510615339,"SP1",0.147410873701227
"MA1513.1","MA1513.1",153,6664,76.5,66.6466646664666,1.1478443877551,0.00141892801981389,"KLF15",0.158311826210664
"MA1961.1","MA1961.1",171,7698,85.5,76.987698769877,1.11056703039751,0.00170091333579768,"PATZ1",0.177121775367732
"ENSG00000120690_LINE1828_ELF1_D_N8","ENSG00000120690_LINE1828_ELF1_D_N8",99,3948,49.5,39.4839483948395,1.25367401215805,0.00234299662718946,"ELF1",0.201948671987908
"ENSG00000164651_LINE1050_SP8_D","ENSG00000164651_LINE1050_SP8_D",146,6344,73,63.4463446344635,1.15057849936948,0.00245648192558915,"SP8",0.201948671987908
"ENSG00000170374_LINE1129_SP7_I","ENSG00000170374_LINE1129_SP7_I",146,6344,73,63.4463446344635,1.15057849936948,0.00245648192558915,"SP7",0.201948671987908
"ENSG00000217236_LINE1567_SP9_I","ENSG00000217236_LINE1567_SP9_I",146,6344,73,63.4463446344635,1.15057849936948,0.00245648192558915,"SP9",0.201948671987908
"ENSG00000185591_LINE1321_SP1_D_N5","ENSG00000185591_LINE1321_SP1_D_N5",171,7761,85.5,77.6177617761776,1.10155199072285,0.00322283229141326,"SP1",0.2073049671198
"MA0685.2","MA0685.2",160,7138,80,71.3871387138714,1.12065004202858,0.00324571447210464,"SP4",0.2073049671198
"MA0747.1","MA0747.1",146,6382,73,63.8263826382638,1.14372767157631,0.0034441839756797,"SP8",0.2073049671198
"ENSG00000167182_LINE1077_SP2_D_N1","ENSG00000167182_LINE1077_SP2_D_N1",177,8126,88.5,81.2681268126813,1.08898781688408,0.00365857246724623,"SP2",0.2073049671198
"ENSG00000189120_LINE1378_SP6_I","ENSG00000189120_LINE1378_SP6_I",138,5967,69,59.6759675967597,1.1562443438914,0.00370966745724024,"SP6",0.2073049671198
"ENSG00000204335_LINE1520_SP5_I","ENSG00000204335_LINE1520_SP5_I",138,5967,69,59.6759675967597,1.1562443438914,0.00370966745724024,"SP5",0.2073049671198
"MA1515.1","MA1515.1",155,6877,77.5,68.7768776877688,1.12683219427076,0.00371028029207094,"KLF2",0.2073049671198
"ENSG00000113658_LINE19362_SMAD5_I_N1","ENSG00000113658_LINE19362_SMAD5_I_N1",118,4942,59,49.4249424942494,1.19372925940915,0.00379897915943209,"SMAD5",0.2073049671198
"MA0493.2","MA0493.2",165,7436,82.5,74.3674367436744,1.10935650887574,0.00383357624312521,"KLF1",0.2073049671198
"MA0599.1","MA0599.1",172,7837,86,78.3778377837784,1.09724894730126,0.00384881180952253,"KLF5",0.2073049671198
"MA0732.1","MA0732.1",111,4614,55.5,46.1446144614461,1.20274057217165,0.00459207874917164,"EGR3",0.239094233540204
"MA0039.4","MA0039.4",171,7815,85.5,78.1578157815782,1.09394049904031,0.00543721381423456,"KLF4",0.273965418639819
"MA0131.2","MA0131.2",63,2356,31.5,23.5623562356236,1.33687818336163,0.00588520651144009,"HINFP",0.287271642839669
"MA1651.1","MA1651.1",66,2498,33,24.982498249825,1.32092473979183,0.00619842583106066,"ZFP42",0.293295289654437
"MA0746.2","MA0746.2",149,6615,74.5,66.1566156615661,1.1261156462585,0.00638414843037826,"SP3",0.293295289654437
"ENSG00000122877_LINE877_EGR2_D_N4","ENSG00000122877_LINE877_EGR2_D_N4",102,4215,51,42.1542154215422,1.20984341637011,0.00669361254473973,"EGR2",0.297694741762992
"ENSG00000169057_LINE2826_MECP2_D","ENSG00000169057_LINE2826_MECP2_D",123,5269,61.5,52.6952695269527,1.16708768267223,0.00696575500002151,"MECP2",0.297694741762992
"ENSG00000165804_LINE1060_ZNF219_D","ENSG00000165804_LINE1060_ZNF219_D",136,5940,68,59.4059405940594,1.14466666666667,0.00705166801871365,"ZNF219",0.297694741762992
"MA0733.1","MA0733.1",108,4521,54,45.2145214521452,1.19430656934307,0.00726458406093746,"EGR4",0.298612639557482
"ENSG00000136826_LINE939_KLF4_D","ENSG00000136826_LINE939_KLF4_D",159,7177,79.5,71.7771777177718,1.10759439877386,0.00749402932372029,"KLF4",0.298952676027102
"ENSG00000134954_LINE1864_ETS1_D_N5","ENSG00000134954_LINE1864_ETS1_D_N5",51,1844,25.5,18.4418441844184,1.38272505422994,0.00765892731339086,"ETS1",0.298952676027102
"ENSG00000134046_LINE2819_MBD2_D","ENSG00000134046_LINE2819_MBD2_D",99,4088,49.5,40.8840884088409,1.21073997064579,0.00786121847992863,"MBD2",0.298952676027102
"ENSG00000102554_LINE710_KLF5_D","ENSG00000102554_LINE710_KLF5_D",169,7745,84.5,77.4577457745775,1.09091736604261,0.00817445105897343,"KLF5",0.298952676027102
"ENSG00000163848_LINE1042_ZNF148_D","ENSG00000163848_LINE1042_ZNF148_D",175,8092,87.5,80.9280928092809,1.08120674740484,0.00837388984677191,"ZNF148",0.298952676027102
"ENSG00000151702_LINE1884_FLI1_D_N2","ENSG00000151702_LINE1884_FLI1_D_N2",51,1853,25.5,18.5318531853185,1.37600917431193,0.0084212021416085,"FLI1",0.298952676027102
"MA0759.2","MA0759.2",62,2354,31,23.5423542354235,1.31677570093458,0.00895918357199616,"ELK3",0.3109832164324
"MA1564.1","MA1564.1",148,6616,74,66.1666166616662,1.11838875453446,0.00992685241036718,"SP9",0.337081379673773
"MA0764.3","MA0764.3",59,2235,29.5,22.3522352235224,1.31977852348993,0.0105678142051679,"ETV4",0.344007002506031
"ENSG00000178951_LINE1236_ZBTB7A_D_N1","ENSG00000178951_LINE1236_ZBTB7A_D_N1",148,6624,74,66.2466246624662,1.11703804347826,0.0105712779259216,"ZBTB7A",0.344007002506031
